Rule,Support,StandardConfidence,PCAConfidence,HeadCoverage,BodySize,PCABodySize,variable,rule_length,filtered,InSample,rule_type,left_concat_count,right_concat_count,explanation1_s,explanation2_y,perplexity1_s,perplexity2_y,id,instance
?a /award/award_category/winners./award/award_honor/ceremony 76th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.101351351,0.833333333,1,15,18,15,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 76th Academy Awards ceremony, then that entity is categorized under the Academy Awards.","The explanation for this rule is: When a winner of the 76th Academy Awards is associated with an award ceremony, then that winner is also categorized as a winner of the Academy Awards in general.",51.30574799,28.06468391,458,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 76th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 39th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.094594595,0.823529412,1,14,17,14,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 39th Academy Awards ceremony, then that entity belongs to the category of Academy Awards.","The explanation for this rule is: When a winner of the 39th Academy Awards ceremony is associated with a specific award category, then that award category is categorized under the Academy Awards.",42.30588531,39.2543335,459,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 39th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 62nd Academy Awards => ?a /award/award_category/category_of Academy Awards,0.094594595,0.823529412,1,14,17,14,?a,7,1,0,19,1,0,"The explanation for this rule is: If entity ?a won an award at the 62nd Academy Awards ceremony, then entity ?a belongs to the category of entities that have won awards at the Academy Awards in general.","The explanation for this rule is: When the winners of the 62nd Academy Awards ceremony are in a category of awards given by the Academy Awards, then those winners are also categorized under the Academy Awards.",33.42465591,43.8588295,460,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 62nd Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 37th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.081081081,0.8,1,12,15,12,?a,7,1,0,19,1,0,"The explanation for this rule is: When a winner of the 37th Academy Awards is linked to a ceremony through the '/award/award_honor/ceremony' relation, then the same winner is also associated with the award category 'Academy Awards' through the '/award/award_category/category_of' relation.","The explanation for this rule is: When a winner of the 37th Academy Awards is associated with a ceremony, then the winning category is a category of the Academy Awards.",30.29660797,41.50177002,461,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 37th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 56th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.114864865,0.85,1,17,20,17,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 56th Academy Awards ceremony, then that entity belongs to the category of awards at the Academy Awards.","The explanation for this rule is: When a recipient wins an award at the 56th Academy Awards ceremony, the category of the award they won falls under the Academy Awards category.",32.51628876,37.89898682,462,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 56th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 44th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.087837838,0.866666667,1,13,15,13,?a,7,1,0,19,1,0,"The explanation for this rule is: If a certain entity has won an award at the 44th Academy Awards ceremony in a specific category, then that entity belongs to the category of Academy Awards.","The explanation for this rule is: When a winner of an award category at the 44th Academy Awards is identified as being related to the ceremony of the 44th Academy Awards, then that particular winner is related to the overall category of awards at the Academy Awards.",35.27319336,24.44384003,463,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 44th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 72nd Academy Awards => ?a /award/award_category/category_of Academy Awards,0.108108108,0.8,1,16,20,16,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 72nd Academy Awards ceremony, then that entity is categorized under the Academy Awards awards category.","The explanation for this rule is: When a winner is awarded at the 72nd Academy Awards in a specific ceremony, then that ceremony is categorized as part of the Academy Awards.",46.72602081,39.1681366,464,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 72nd Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 79th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.121621622,0.857142857,1,18,21,18,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 79th Academy Awards ceremony in a specific award category, then the entity belongs to the category of awards at the Academy Awards.","The explanation for this rule is: When an entity wins an award at the 79th Academy Awards ceremony, then it belongs to the category of awards at the Academy Awards.",34.25511551,35.10804749,465,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 79th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 24th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.087837838,0.866666667,1,13,15,13,?a,7,1,0,19,1,0,"The explanation for this rule is: If entity ?a won an award at the 24th Academy Awards ceremony in a specific category, then entity ?a belongs to the category of awards at the Academy Awards.","The explanation for this rule is: When a winner of the 24th Academy Awards is associated with a ceremony, then this winner is also considered as a category of the Academy Awards.",43.24694061,46.28618622,466,Academy Award for Best Actress in a Supporting Role /award/award_category/winners./award/award_honor/ceremony 24th Academy Awards => Academy Award for Best Actress in a Supporting Role /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 75th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.087837838,0.8125,1,13,16,13,?a,7,1,0,19,1,0,"The explanation for this rule is: If entity ?a has won an award at the 75th Academy Awards ceremony in a certain category, then entity ?a belongs to the category of the Academy Awards.","The explanation for this rule is: When the winners of the 75th Academy Awards are in a ceremony, it implies that the category of the award is the Academy Awards category.",42.40896225,47.29832458,467,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 75th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 21st Academy Awards => ?a /award/award_category/category_of Academy Awards,0.081081081,0.8,1,12,15,12,?a,7,1,1,19,1,0,"The explanation for this rule is: If an entity won an award at the 21st Academy Awards ceremony in a specific category, then the entity belongs to the category of Academy Awards.","The explanation for this rule is: When a winner of the 21st Academy Awards is associated with an award ceremony, then that winner is categorized under the Academy Awards category.",39.5247612,36.16772461,468,Academy Award for Best Actress in a Supporting Role /award/award_category/winners./award/award_honor/ceremony 21st Academy Awards => Academy Award for Best Actress in a Supporting Role /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 29th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.101351351,0.833333333,1,15,18,15,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 29th Academy Awards ceremony, then the entity belongs to the category of Academy Awards.","The explanation for this rule is: When a winner of the 29th Academy Awards is associated with the ceremony in which they received the award, then the category of the award they won corresponds to the Academy Awards category.",44.91897583,32.88530731,469,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 29th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 66th Academy Awards => ?a /award/award_category/category_of Academy Awards,0.101351351,0.833333333,1,15,18,15,?a,7,1,0,19,1,0,"The explanation for this rule is: 
If a certain entity won an award at the 66th Academy Awards ceremony, then that entity belongs to the category of winners at the Academy Awards.","The explanation for this rule is: When a winner of the 66th Academy Awards is associated with an award ceremony, it implies that the award category of the mentioned winner is a category of the Academy Awards.",43.69662094,33.82827377,470,Academy Award for Best Foreign Language Film /award/award_category/winners./award/award_honor/ceremony 66th Academy Awards => Academy Award for Best Foreign Language Film /award/award_category/category_of Academy Awards
?a /award/award_category/nominees./award/award_nomination/nominated_for Going My Way => ?a /award/award_category/category_of Academy Awards,0.054054054,0.8,1,8,10,8,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity is a nominee for the award category ""Going My Way"" in an award nomination, then that entity belongs to the category of Academy Awards.","The explanation for this rule is: If a nominee in the category of award for Going My Way was nominated for an Academy Award, then the category of award for Going My Way is a category of the Academy Awards.",51.58124542,28.38066483,471,Academy Award for Best Actor /award/award_category/nominees./award/award_nomination/nominated_for Going My Way => Academy Award for Best Actor /award/award_category/category_of Academy Awards
?a /award/award_category/nominees./award/award_nomination/nominated_for Roman Holiday => ?a /award/award_category/category_of Academy Awards,0.054054054,0.8,1,8,10,8,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity has been nominated for the movie ""Roman Holiday"" in a specific award category, then the entity belongs to the award category of the Academy Awards.","The explanation for this rule is: When a movie 'Roman Holiday' is nominated as a nominee in the award category of 'nominees' for an award, then the award category of that award is 'Academy Awards'.",34.37865067,35.44303894,472,Academy Award for Best Actor in a Supporting Role /award/award_category/nominees./award/award_nomination/nominated_for Roman Holiday => Academy Award for Best Actor in a Supporting Role /award/award_category/category_of Academy Awards
?a /award/award_category/nominees./award/award_nomination/nominated_for The Sting => ?a /award/award_category/category_of Academy Awards,0.054054054,1,1,8,8,8,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity is nominated for the award category ""The Sting"" in the context of award nominations, then that entity belongs to the award category ""Academy Awards"" in general.","The explanation for this rule is: When something is nominated for The Sting in the context of award categories for nominees and award nominations, then that something falls under the category of the Academy Awards.",29.58104706,58.36902618,473,Academy Award for Best Sound Mixing /award/award_category/nominees./award/award_nomination/nominated_for The Sting => Academy Award for Best Sound Mixing /award/award_category/category_of Academy Awards
?a /award/award_category/nominees./award/award_nomination/nominated_for Anne of the Thousand Days => ?a /award/award_category/category_of Academy Awards,0.054054054,0.8,1,8,10,8,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity was nominated for an award category in the ""Anne of the Thousand Days"" movie under the award nomination relationship, then the entity belongs to the award category of the Academy Awards.","The explanation for this rule is: If Anne of the Thousand Days is nominated for an award category, then the award category belongs to the category of Academy Awards.",55.18231583,58.80379486,474,Academy Award for Best Actor /award/award_category/nominees./award/award_nomination/nominated_for Anne of the Thousand Days => Academy Award for Best Actor /award/award_category/category_of Academy Awards
?a /award/award_category/winners./award/award_honor/ceremony 43rd Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.405405405,0.821917808,1,60,73,60,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 43rd Annual Grammy Awards ceremony, then the same entity belongs to the category of Grammy Awards.","The explanation for this rule is: When winners of the 43rd Annual Grammy Awards ceremony are considered, they belong to the category of awards that are part of the Grammy Awards.",39.34010696,34.07248306,475,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 43rd Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 46th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.385135135,0.802816901,1,57,71,57,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 46th Annual Grammy Awards ceremony, then the same entity belongs to the category of Grammy Awards.","The explanation for this rule is: When the winners of the 46th Annual Grammy Awards belong to a certain award category, then that particular award category is a category of the Grammy Awards.",39.53611755,30.98591423,476,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 46th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 50th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.391891892,0.794520548,1,58,73,58,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award in a specific category at the 50th Annual Grammy Awards and was honored at the same ceremony, then that entity belongs to the category of winners at the Grammy Awards.","The explanation for this rule is: When a winner of the 50th Annual Grammy Awards is honored in a ceremony, it implies that the category of the award they won belongs to the Grammy Awards.",22.84877396,25.81207275,477,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 50th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 38th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.371621622,0.797101449,1,55,69,55,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 38th Annual Grammy Awards ceremony, then the same entity belongs to the category of Grammy Awards.","The explanation for this rule is: When a winner of the 38th Annual Grammy Awards ceremony is identified, it implies that the category of the award falls under the Grammy Awards.",37.93778229,36.37404251,478,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 38th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 52nd Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.378378378,0.811594203,1,56,69,56,?a,7,1,0,19,1,0,"The explanation for this rule is: 
If an entity won an award in a specific category at the 52nd Annual Grammy Awards ceremony, then the entity belongs to the category of Grammy Awards.","The explanation for this rule is: When an entity wins an award at the 52nd Annual Grammy Awards ceremony, then the award category the entity belongs to is a category of the Grammy Awards.",43.67755127,33.75520325,479,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 52nd Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 54th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.25,0.804347826,1,37,46,37,?a,7,1,0,19,1,0,"The explanation for this rule is: If entity ?a won an award at the 54th Annual Grammy Awards ceremony, then entity ?a belongs to the category of Grammy Awards.","The explanation for this rule is: When an entity wins an award in the 54th Annual Grammy Awards ceremony, then that entity is categorized as a winner of a Grammy Award.",49.6168251,30.32819748,480,Grammy Award for Best Choral Performance /award/award_category/winners./award/award_honor/ceremony 54th Annual Grammy Awards => Grammy Award for Best Choral Performance /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 47th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.425675676,0.851351351,1,63,74,63,?a,7,1,0,19,1,0,"The explanation for this rule is: If entity ?a won an award at the 47th Annual Grammy Awards ceremony, then entity ?a belongs to the category of awards given at the Grammy Awards.","The explanation for this rule is: When an entity wins an award in the 47th Annual Grammy Awards ceremony, then the entity belongs to the category of awards under the umbrella of Grammy Awards.",39.53891754,39.32813263,481,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 47th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 41st Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.385135135,0.814285714,1,57,70,57,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 41st Annual Grammy Awards ceremony, then the same entity belongs to the ""Grammy Awards"" category.","The explanation for this rule is: When an entity wins an award at the 41st Annual Grammy Awards ceremony, then this entity belongs to the category of awards at the Grammy Awards.",29.87482262,36.97276688,482,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 41st Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 48th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.418918919,0.805194805,1,62,77,62,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award in a specific category at the 48th Annual Grammy Awards ceremony, then the same entity belongs to the general category of awards given at the Grammy Awards.","The explanation for this rule is: When the winners of the 48th Annual Grammy Awards ceremony fall under a specific award category, then that award category is categorized under the Grammy Awards.",28.03948975,35.94397354,483,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 48th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/award_winner Quincy Jones => ?a /award/award_category/category_of Grammy Awards,0.067567568,0.833333333,1,10,12,10,?a,7,1,0,19,1,0,"The explanation for this rule is: If a person, Quincy Jones, is a winner of an award in the category of award_category, in the domain of awards and awards honors, then the category of that award is Grammy Awards.","The explanation for this rule is: When Quincy Jones is a winner of an award in the category of award_category within the hierarchy of award honors and award winners, then the category of that award falls under the classification of Grammy Awards.",57.5525322,78.11752319,484,Grammy Award for Best Music Video /award/award_category/winners./award/award_honor/award_winner Quincy Jones => Grammy Award for Best Music Video /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 49th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.418918919,0.815789474,1,62,76,62,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award in a ceremony at the 49th Annual Grammy Awards, then the same entity belongs to the category of entities recognized at the Grammy Awards.","The explanation for this rule is: When the winners of the 49th Annual Grammy Awards ceremony belong to the category honored at the Grammy Awards, then those winners belong to the overall category of the Grammy Awards.",30.62382889,32.11167526,485,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 49th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 42nd Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.378378378,0.823529412,1,56,68,56,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity has won an award at the 42nd Annual Grammy Awards ceremony, then this entity belongs to the category of Grammy Awards.","The explanation for this rule is: When an entity wins an award in the ceremony of the 42nd Annual Grammy Awards, then that entity is categorized under the Grammy Awards.",33.86539459,36.76778793,486,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 42nd Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 51st Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.418918919,0.815789474,1,62,76,62,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity has won an award at the 51st Annual Grammy Awards ceremony, then the same entity belongs to the category of Grammy Awards.","The explanation for this rule is: When a winner of the 51st Annual Grammy Awards is associated with an award ceremony, then the category of the award they won belongs to the overall Grammy Awards category.",31.63365936,33.53455353,487,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 51st Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 44th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.371621622,0.797101449,1,55,69,55,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity won an award at the 44th Annual Grammy Awards ceremony, then the same entity belongs to the category of winners at the Grammy Awards in general.","The explanation for this rule is: When an entity wins an award in the 44th Annual Grammy Awards ceremony, then the category of the award is the Grammy Awards category.",31.38347435,42.98363495,488,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 44th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/ceremony 39th Annual Grammy Awards => ?a /award/award_category/category_of Grammy Awards,0.391891892,0.828571429,1,58,70,58,?a,7,1,0,19,1,0,"The explanation for this rule is: If entity ?a won an award at the 39th Annual Grammy Awards ceremony, then entity ?a belongs to the category of Grammy Awards.","The explanation for this rule is: When the winners of the 39th Annual Grammy Awards are listed in an award ceremony, then the category of the award they won belongs to the Grammy Awards.",49.0708313,28.21009064,489,Grammy Award for Best Southern\ /award/award_category/winners./award/award_honor/ceremony 39th Annual Grammy Awards => Grammy Award for Best Southern\ /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/award_winner Leonard Bernstein => ?a /award/award_category/category_of Grammy Awards,0.047297297,0.875,1,7,8,7,?a,7,1,0,19,1,0,"The explanation for this rule is: If Leonard Bernstein is a winner of an award in the category of award honor, then the award category of the award is the Grammy Awards.","The explanation for this rule is: When Leonard Bernstein is listed as a winner in the award category, which is a type of award honor and an award winner, then the award category in question is categorized under the Grammy Awards.",42.73766708,52.11788177,490,Grammy Lifetime Achievement Award /award/award_category/winners./award/award_honor/award_winner Leonard Bernstein => Grammy Lifetime Achievement Award /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/award_winner Alison Krauss => ?a /award/award_category/category_of Grammy Awards,0.047297297,1,1,7,7,7,?a,7,1,0,19,1,0,"The explanation for this rule is: If a person, Alison Krauss, is a winner of an award honor in the category of awards, then that person is also a winner of the Grammy Awards in the category of awards.","The explanation for this rule is: When Alison Krauss is a winner of an award in the category of award, then that award belongs to the category of Grammy Awards.",24.51396751,51.77280807,491,Grammy Award for Best Country Collaboration with Vocals /award/award_category/winners./award/award_honor/award_winner Alison Krauss => Grammy Award for Best Country Collaboration with Vocals /award/award_category/category_of Grammy Awards
?a /award/award_category/winners./award/award_honor/award_winner Johnny Cash => ?a /award/award_category/category_of Grammy Awards,0.047297297,0.875,1,7,8,7,?a,7,1,0,19,1,0,"The explanation for this rule is: If Johnny Cash is a winner of an award category and he is also an award winner of the Grammy Awards, then the award category he won belongs to the category of Grammy Awards.","The explanation for this rule is: When Johnny Cash is one of the winners of an award in the award category, then that award belongs to the category of Grammy Awards.",27.35250473,43.84246826,492,Grammy Award for Best Country Album /award/award_category/winners./award/award_honor/award_winner Johnny Cash => Grammy Award for Best Country Album /award/award_category/category_of Grammy Awards
?a /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Comedy Series => ?a /tv/tv_program/country_of_origin United States of America,0.059701493,0.888888889,1,16,18,16,?a,7,1,0,19,1,0,"The explanation for this rule is: If a work has won a Primetime Emmy Award for Outstanding Comedy Series, then the country of origin for the TV program associated with that work is the United States of America.","The explanation for this rule is: When a work wins the Primetime Emmy Award for Outstanding Comedy Series, the country of origin of the TV program associated with this work is the United States of America.",21.17983055,25.29846954,493,Everybody Loves Raymond /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Comedy Series => Everybody Loves Raymond /tv/tv_program/country_of_origin United States of America
?a /award/award_winning_work/awards_won./award/award_honor/award /m/0bdw1g => ?a /tv/tv_program/country_of_origin United States of America,0.044776119,0.857142857,1,12,14,12,?a,7,1,0,19,1,0,"The explanation for this rule is: If an entity has won an award for an award-winning work that has received the award honor award with the ID /m/0bdw1g, then the country of origin for this entity is the United States of America.","The explanation for this rule is: When a work wins an award in the category of award honors and the award ceremony is related to the Golden Globe Award, then the country of origin of the TV program is the United States of America.",46.93119812,33.22229004,494,Picket Fences /award/award_winning_work/awards_won./award/award_honor/award /m/0bdw1g => Picket Fences /tv/tv_program/country_of_origin United States of America
?a /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Directing for a Comedy Series => ?a /tv/tv_program/country_of_origin United States of America,0.059701493,0.941176471,1,16,17,16,?a,7,1,0,19,1,0,"The explanation for this rule is: If a work has won a Primetime Emmy Award for Outstanding Directing for a Comedy Series, then the country of origin for the TV program associated with that work is the United States of America.","The explanation for this rule is: When a work wins a Primetime Emmy Award for Outstanding Directing for a Comedy Series, it implies that the country of origin of the TV program associated with the work is the United States of America.",18.58893776,19.40487289,495,Pushing Daisies /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Directing for a Comedy Series => Pushing Daisies /tv/tv_program/country_of_origin United States of America
?a /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series => ?a /tv/tv_program/country_of_origin United States of America,0.052238806,0.933333333,1,14,15,14,?a,7,1,0,19,1,0,"The explanation for this rule is: If a work has won a Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series, then the country of origin of the TV program associated with that work is the United States of America.","The explanation for this rule is: When a work wins a Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series, then the TV program to which the work belongs is from the United States of America.",16.62398911,20.50866127,496,Everybody Loves Raymond /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series => Everybody Loves Raymond /tv/tv_program/country_of_origin United States of America
?a /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series => ?a /tv/tv_program/country_of_origin United States of America,0.048507463,0.928571429,1,13,14,13,?a,7,1,0,19,1,0,"The explanation for this rule is: If a work has won a Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series, then the country of origin of the TV program associated with that work is the United States of America.","The explanation for this rule is: When a work wins a Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series, then the country of origin of the TV program to which the work belongs is the United States of America.",15.78718662,17.49330711,497,Everybody Loves Raymond /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series => Everybody Loves Raymond /tv/tv_program/country_of_origin United States of America
?a /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series => ?a /tv/tv_program/country_of_origin United States of America,0.048507463,0.928571429,1,13,14,13,?a,7,1,0,19,1,0,"The explanation for this rule is: If a work has won a Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series, then the country of origin for the TV program associated with that work is the United States of America.","The explanation for this rule is: When a work wins a Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series, then the TV program to which the work belongs is from the United States of America.",17.00950623,20.03869629,498,Pushing Daisies /award/award_winning_work/awards_won./award/award_honor/award Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series => Pushing Daisies /tv/tv_program/country_of_origin United States of America
?a /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type Executive Producer => ?a /tv/tv_program/country_of_origin United States of America,0.380597015,0.842975207,1,102,121,102,?a,7,1,0,19,1,0,"The explanation for this rule is: If a TV program has a TV producer whose producer type is Executive Producer, then the country of origin of that TV program is the United States of America.","The explanation for this rule is: If a TV program is produced by an Executive Producer, then the country of origin of the TV program is the United States of America.",23.52919006,17.60611534,499,The Mary Tyler Moore Show /tv/tv_program/tv_producer./tv/tv_producer_term/producer_type Executive Producer => The Mary Tyler Moore Show /tv/tv_program/country_of_origin United States of America
?a /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency Euro => ?a /location/administrative_division/first_level_division_of Italy,0.092198582,0.8125,1,13,16,13,?a,7,1,0,19,1,0,"The explanation for this rule is: If the nominal GDP per capita of a statistical region is measured in Euros, then that statistical region is a first-level administrative division of Italy.","The explanation for this rule is: If the GDP nominal per capita of a location is measured in Euros, then that location is a first-level administrative division of Italy.",54.31928253,67.87722015,500,Lazio /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency Euro => Lazio /location/administrative_division/first_level_division_of Italy
?a /location/statistical_region/religions./location/religion_percentage/religion Mormonism => ?a /location/administrative_division/first_level_division_of United States of America,0.106382979,0.9375,1,15,16,15,?a,7,1,0,19,1,0,"The explanation for this rule is: If a statistical region in a location has a certain percentage of population following Mormonism as a religion, then that statistical region is an administrative division at the first level within the United States of America.","The explanation for this rule is: If a statistical region has a percentage of population practicing Mormonism, then this region is a first-level administrative division of the United States of America.",46.60913849,42.116745,501,Alabama /location/statistical_region/religions./location/religion_percentage/religion Mormonism => Alabama /location/administrative_division/first_level_division_of United States of America
