rule,id
?e  17  ?b  ?e  31  ?a   => ?a  5  ?b,5501
?e  17  ?a  ?b  31  ?e   => ?a  5  ?b,5502
?e  17  ?a  ?e  31  ?b   => ?a  5  ?b,5503
?f  31  ?a  ?b  5  ?f   => ?a  12  ?b,5504
?a  31  ?f  ?b  5  ?f   => ?a  12  ?b,5505
?a  31  ?e  ?e  5  ?b   => ?a  12  ?b,5506
?e  31  ?a  ?e  5  ?b   => ?a  12  ?b,5507
?b  31  ?f  ?a  5  ?f   => ?a  12  ?b,5508
?f  31  ?b  ?a  5  ?f   => ?a  12  ?b,5509
?b  31  ?f  ?f  5  ?a   => ?a  12  ?b,5510
?e  31  ?b  ?e  5  ?a   => ?a  12  ?b,5511
?b  11  ?f  ?f  13  ?a   => ?a  6  ?b,5512
?b  11  ?f  ?a  13  ?f   => ?a  6  ?b,5513
?a  11  ?f  ?b  13  ?f   => ?a  6  ?b,5514
?a  11  ?f  ?f  13  ?b   => ?a  6  ?b,5515
?e  11  ?b  ?a  13  ?e   => ?a  6  ?b,5516
?e  11  ?b  ?e  13  ?a   => ?a  6  ?b,5517
?f  11  ?a  ?b  13  ?f   => ?a  6  ?b,5518
?e  11  ?a  ?e  13  ?b   => ?a  6  ?b,5519
?b  17  ?f  ?f  23  ?a   => ?a  8  ?b,5520
?b  17  ?f  ?a  23  ?f   => ?a  8  ?b,5521
?a  17  ?f  ?b  23  ?f   => ?a  8  ?b,5522
?a  17  ?f  ?f  23  ?b   => ?a  8  ?b,5523
?e  17  ?b  ?e  23  ?a   => ?a  8  ?b,5524
?e  17  ?b  ?a  23  ?e   => ?a  8  ?b,5525
?f  17  ?a  ?b  23  ?f   => ?a  8  ?b,5526
?e  17  ?a  ?e  23  ?b   => ?a  8  ?b,5527
?b  11  ?f  ?f  19  ?a   => ?a  6  ?b,5528
?b  11  ?f  ?a  19  ?f   => ?a  6  ?b,5529
?a  11  ?f  ?b  19  ?f   => ?a  6  ?b,5530
?a  11  ?f  ?f  19  ?b   => ?a  6  ?b,5531
?f  11  ?a  ?b  19  ?f   => ?a  6  ?b,5532
?e  11  ?b  ?a  19  ?e   => ?a  6  ?b,5533
?e  11  ?b  ?e  19  ?a   => ?a  6  ?b,5534
?e  11  ?a  ?e  19  ?b   => ?a  6  ?b,5535
?f  3  ?a  ?b  3  ?f   => ?a  3  ?b,5536
?a  3  ?f  ?b  3  ?f   => ?a  3  ?b,5537
?f  3  ?b  ?a  3  ?f   => ?a  3  ?b,5538
?e  3  ?a  ?e  3  ?b   => ?a  3  ?b,5539
?b  39  ?f  ?f  6  ?a   => ?a  5  ?b,5540
?b  39  ?f  ?a  6  ?f   => ?a  5  ?b,5541
?a  39  ?f  ?b  6  ?f   => ?a  5  ?b,5542
?a  39  ?f  ?f  6  ?b   => ?a  5  ?b,5543
?e  39  ?b  ?a  6  ?e   => ?a  5  ?b,5544
?e  39  ?b  ?e  6  ?a   => ?a  5  ?b,5545
?f  39  ?a  ?b  6  ?f   => ?a  5  ?b,5546
?e  39  ?a  ?e  6  ?b   => ?a  5  ?b,5547
?b  22  ?f  ?a  38  ?f   => ?a  23  ?b,5548
?b  22  ?f  ?f  38  ?a   => ?a  23  ?b,5549
?f  22  ?a  ?b  38  ?f   => ?a  23  ?b,5550
?a  22  ?f  ?b  38  ?f   => ?a  23  ?b,5551
?a  22  ?f  ?f  38  ?b   => ?a  23  ?b,5552
?f  22  ?b  ?a  38  ?f   => ?a  23  ?b,5553
?e  22  ?b  ?e  38  ?a   => ?a  23  ?b,5554
?e  22  ?a  ?e  38  ?b   => ?a  23  ?b,5555
?f  14  ?a  ?b  18  ?f   => ?a  12  ?b,5556
?a  14  ?f  ?b  18  ?f   => ?a  12  ?b,5557
?b  18  ?f  ?f  6  ?a   => ?a  12  ?b,5558
?b  18  ?f  ?a  6  ?f   => ?a  12  ?b,5559
?e  14  ?a  ?e  18  ?b   => ?a  12  ?b,5560
?a  14  ?e  ?e  18  ?b   => ?a  12  ?b,5561
?e  18  ?b  ?e  6  ?a   => ?a  12  ?b,5562
?e  18  ?b  ?a  6  ?e   => ?a  12  ?b,5563
?b  14  ?f  ?a  18  ?f   => ?a  12  ?b,5564
?f  14  ?b  ?a  18  ?f   => ?a  12  ?b,5565
?a  18  ?f  ?b  6  ?f   => ?a  12  ?b,5566
?a  18  ?f  ?f  6  ?b   => ?a  12  ?b,5567
?b  14  ?e  ?e  18  ?a   => ?a  12  ?b,5568
?e  14  ?b  ?e  18  ?a   => ?a  12  ?b,5569
?e  18  ?a  ?e  6  ?b   => ?a  12  ?b,5570
?e  18  ?a  ?b  6  ?e   => ?a  12  ?b,5571
?f  14  ?a  ?b  17  ?f   => ?a  5  ?b,5572
?a  14  ?f  ?b  17  ?f   => ?a  5  ?b,5573
?b  14  ?f  ?a  17  ?f   => ?a  5  ?b,5574
?f  14  ?b  ?a  17  ?f   => ?a  5  ?b,5575
?f  14  ?a  ?b  39  ?f   => ?a  5  ?b,5576
?a  14  ?f  ?b  39  ?f   => ?a  5  ?b,5577
?b  14  ?f  ?a  39  ?f   => ?a  5  ?b,5578
?f  14  ?b  ?a  39  ?f   => ?a  5  ?b,5579
?a  14  ?e  ?e  39  ?b   => ?a  5  ?b,5580
?e  14  ?a  ?e  39  ?b   => ?a  5  ?b,5581
?a  14  ?e  ?e  17  ?b   => ?a  5  ?b,5582
?e  14  ?a  ?e  17  ?b   => ?a  5  ?b,5583
?b  14  ?f  ?f  17  ?a   => ?a  5  ?b,5584
?b  14  ?f  ?f  39  ?a   => ?a  5  ?b,5585
?e  14  ?b  ?e  17  ?a   => ?a  5  ?b,5586
?e  14  ?b  ?e  39  ?a   => ?a  5  ?b,5587
?b  22  ?f  ?f  23  ?a   => ?a  6  ?b,5588
?b  22  ?f  ?a  23  ?f   => ?a  6  ?b,5589
?a  22  ?f  ?b  23  ?f   => ?a  6  ?b,5590
?a  22  ?f  ?f  23  ?b   => ?a  6  ?b,5591
?f  22  ?a  ?b  23  ?f   => ?a  6  ?b,5592
?e  22  ?b  ?a  23  ?e   => ?a  6  ?b,5593
?e  22  ?b  ?e  23  ?a   => ?a  6  ?b,5594
?e  22  ?a  ?e  23  ?b   => ?a  6  ?b,5595
?f  2  ?a  ?b  2  ?f   => ?a  13  ?b,5596
?a  2  ?f  ?b  2  ?f   => ?a  13  ?b,5597
?f  2  ?b  ?a  2  ?f   => ?a  13  ?b,5598
?e  2  ?a  ?e  2  ?b   => ?a  13  ?b,5599
?f  31  ?a  ?b  39  ?f   => ?a  5  ?b,5600
?a  31  ?f  ?b  39  ?f   => ?a  5  ?b,5601
?b  31  ?f  ?a  39  ?f   => ?a  5  ?b,5602
?f  31  ?b  ?a  39  ?f   => ?a  5  ?b,5603
?a  31  ?e  ?e  39  ?b   => ?a  5  ?b,5604
?e  31  ?a  ?e  39  ?b   => ?a  5  ?b,5605
?b  31  ?f  ?f  39  ?a   => ?a  5  ?b,5606
?e  31  ?b  ?e  39  ?a   => ?a  5  ?b,5607
?b  11  ?f  ?f  19  ?a   => ?a  14  ?b,5608
?b  11  ?f  ?a  19  ?f   => ?a  14  ?b,5609
?a  11  ?f  ?b  19  ?f   => ?a  14  ?b,5610
?a  11  ?f  ?f  19  ?b   => ?a  14  ?b,5611
?f  11  ?a  ?b  19  ?f   => ?a  14  ?b,5612
?e  11  ?b  ?a  19  ?e   => ?a  14  ?b,5613
?e  11  ?b  ?e  19  ?a   => ?a  14  ?b,5614
?e  11  ?a  ?e  19  ?b   => ?a  14  ?b,5615
?f  19  ?a  ?b  5  ?f   => ?a  39  ?b,5616
?a  19  ?f  ?b  5  ?f   => ?a  39  ?b,5617
?b  19  ?f  ?a  5  ?f   => ?a  39  ?b,5618
?b  19  ?f  ?f  5  ?a   => ?a  39  ?b,5619
?a  19  ?e  ?e  5  ?b   => ?a  39  ?b,5620
?e  19  ?a  ?e  5  ?b   => ?a  39  ?b,5621
?f  19  ?b  ?a  5  ?f   => ?a  39  ?b,5622
?e  19  ?b  ?e  5  ?a   => ?a  39  ?b,5623
?b  17  ?f  ?f  23  ?a   => ?a  5  ?b,5624
?b  17  ?f  ?a  23  ?f   => ?a  5  ?b,5625
?a  17  ?f  ?b  23  ?f   => ?a  5  ?b,5626
?a  17  ?f  ?f  23  ?b   => ?a  5  ?b,5627
?e  17  ?b  ?a  23  ?e   => ?a  5  ?b,5628
?e  17  ?b  ?e  23  ?a   => ?a  5  ?b,5629
?e  17  ?a  ?b  23  ?e   => ?a  5  ?b,5630
?e  17  ?a  ?e  23  ?b   => ?a  5  ?b,5631
?f  13  ?a  ?b  22  ?f   => ?a  31  ?b,5632
?a  13  ?f  ?b  22  ?f   => ?a  31  ?b,5633
?b  13  ?f  ?f  22  ?a   => ?a  31  ?b,5634
?b  13  ?f  ?a  22  ?f   => ?a  31  ?b,5635
?f  13  ?b  ?a  22  ?f   => ?a  31  ?b,5636
?e  13  ?b  ?e  22  ?a   => ?a  31  ?b,5637
?a  13  ?e  ?e  22  ?b   => ?a  31  ?b,5638
?e  13  ?a  ?e  22  ?b   => ?a  31  ?b,5639
?b  11  ?f  ?f  38  ?a   => ?a  14  ?b,5640
?b  11  ?f  ?a  38  ?f   => ?a  14  ?b,5641
?a  11  ?f  ?b  38  ?f   => ?a  14  ?b,5642
?a  11  ?f  ?f  38  ?b   => ?a  14  ?b,5643
?f  11  ?a  ?b  38  ?f   => ?a  14  ?b,5644
?e  11  ?b  ?e  38  ?a   => ?a  14  ?b,5645
?e  11  ?b  ?a  38  ?e   => ?a  14  ?b,5646
?e  11  ?a  ?e  38  ?b   => ?a  14  ?b,5647
?f  38  ?a  ?b  5  ?f   => ?a  39  ?b,5648
?a  38  ?f  ?b  5  ?f   => ?a  39  ?b,5649
?b  38  ?f  ?f  5  ?a   => ?a  39  ?b,5650
?b  38  ?f  ?a  5  ?f   => ?a  39  ?b,5651
?a  38  ?e  ?e  5  ?b   => ?a  39  ?b,5652
?e  38  ?a  ?e  5  ?b   => ?a  39  ?b,5653
?f  38  ?b  ?a  5  ?f   => ?a  39  ?b,5654
?e  38  ?b  ?e  5  ?a   => ?a  39  ?b,5655
?f  13  ?a  ?b  17  ?f   => ?a  8  ?b,5656
?a  13  ?f  ?b  17  ?f   => ?a  8  ?b,5657
?b  13  ?f  ?a  17  ?f   => ?a  8  ?b,5658
?f  13  ?b  ?a  17  ?f   => ?a  8  ?b,5659
?a  13  ?e  ?e  17  ?b   => ?a  8  ?b,5660
?e  13  ?a  ?e  17  ?b   => ?a  8  ?b,5661
?b  13  ?f  ?f  17  ?a   => ?a  8  ?b,5662
?e  13  ?b  ?e  17  ?a   => ?a  8  ?b,5663
?b  18  ?f  ?f  23  ?a   => ?a  12  ?b,5664
?b  18  ?f  ?a  23  ?f   => ?a  12  ?b,5665
?e  18  ?b  ?a  23  ?e   => ?a  12  ?b,5666
?e  18  ?b  ?e  23  ?a   => ?a  12  ?b,5667
?a  18  ?f  ?b  23  ?f   => ?a  12  ?b,5668
?a  18  ?f  ?f  23  ?b   => ?a  12  ?b,5669
?e  18  ?a  ?b  23  ?e   => ?a  12  ?b,5670
?e  18  ?a  ?e  23  ?b   => ?a  12  ?b,5671
?a  41  ?f  ?b  41  ?f   => ?a  14  ?b,5672
?f  13  ?a  ?b  17  ?f   => ?a  5  ?b,5673
?a  13  ?f  ?b  17  ?f   => ?a  5  ?b,5674
?b  13  ?f  ?a  17  ?f   => ?a  5  ?b,5675
?f  13  ?b  ?a  17  ?f   => ?a  5  ?b,5676
?a  13  ?e  ?e  17  ?b   => ?a  5  ?b,5677
?e  13  ?a  ?e  17  ?b   => ?a  5  ?b,5678
?b  13  ?e  ?e  17  ?a   => ?a  5  ?b,5679
?e  13  ?b  ?e  17  ?a   => ?a  5  ?b,5680
?f  14  ?a  ?b  22  ?f   => ?a  6  ?b,5681
?a  14  ?f  ?b  22  ?f   => ?a  6  ?b,5682
?b  14  ?f  ?a  22  ?f   => ?a  6  ?b,5683
?f  14  ?b  ?a  22  ?f   => ?a  6  ?b,5684
?b  14  ?f  ?f  22  ?a   => ?a  6  ?b,5685
?a  14  ?e  ?e  22  ?b   => ?a  6  ?b,5686
?e  14  ?a  ?e  22  ?b   => ?a  6  ?b,5687
?e  14  ?b  ?e  22  ?a   => ?a  6  ?b,5688
?b  18  ?f  ?f  31  ?a   => ?a  12  ?b,5689
?b  18  ?f  ?a  31  ?f   => ?a  12  ?b,5690
?e  18  ?b  ?e  31  ?a   => ?a  12  ?b,5691
?e  18  ?b  ?a  31  ?e   => ?a  12  ?b,5692
?f  11  ?a  ?b  11  ?f   => ?a  12  ?b,5693
?a  11  ?f  ?b  11  ?f   => ?a  12  ?b,5694
?a  18  ?f  ?b  31  ?f   => ?a  12  ?b,5695
?a  18  ?f  ?f  31  ?b   => ?a  12  ?b,5696
?e  18  ?a  ?b  31  ?e   => ?a  12  ?b,5697
?e  18  ?a  ?e  31  ?b   => ?a  12  ?b,5698
?e  11  ?a  ?e  11  ?b   => ?a  12  ?b,5699
?e  11  ?b  ?a  11  ?e   => ?a  12  ?b,5700
?f  2  ?a  ?b  2  ?f   => ?a  38  ?b,5701
?a  2  ?f  ?b  2  ?f   => ?a  38  ?b,5702
?f  2  ?b  ?a  2  ?f   => ?a  38  ?b,5703
?e  2  ?a  ?e  2  ?b   => ?a  38  ?b,5704
?b  17  ?f  ?f  19  ?a   => ?a  5  ?b,5705
?b  17  ?f  ?a  19  ?f   => ?a  5  ?b,5706
?a  17  ?f  ?b  19  ?f   => ?a  5  ?b,5707
?a  17  ?f  ?f  19  ?b   => ?a  5  ?b,5708
?f  17  ?a  ?b  19  ?f   => ?a  5  ?b,5709
?e  17  ?b  ?a  19  ?e   => ?a  5  ?b,5710
?e  17  ?b  ?e  19  ?a   => ?a  5  ?b,5711
?e  17  ?a  ?e  19  ?b   => ?a  5  ?b,5712
?f  2  ?a  ?b  2  ?f   => ?a  19  ?b,5713
?a  2  ?f  ?b  2  ?f   => ?a  19  ?b,5714
?f  2  ?b  ?a  2  ?f   => ?a  19  ?b,5715
?e  2  ?a  ?e  2  ?b   => ?a  19  ?b,5716
?b  11  ?f  ?f  38  ?a   => ?a  6  ?b,5717
?b  11  ?f  ?a  38  ?f   => ?a  6  ?b,5718
?a  11  ?f  ?b  38  ?f   => ?a  6  ?b,5719
?a  11  ?f  ?f  38  ?b   => ?a  6  ?b,5720
?f  11  ?a  ?b  38  ?f   => ?a  6  ?b,5721
?e  11  ?b  ?a  38  ?e   => ?a  6  ?b,5722
?e  11  ?b  ?e  38  ?a   => ?a  6  ?b,5723
?e  11  ?a  ?e  38  ?b   => ?a  6  ?b,5724
?b  22  ?f  ?f  6  ?a   => ?a  14  ?b,5725
?b  22  ?f  ?a  6  ?f   => ?a  14  ?b,5726
?a  22  ?f  ?f  6  ?b   => ?a  14  ?b,5727
?f  22  ?a  ?b  6  ?f   => ?a  14  ?b,5728
?a  22  ?f  ?b  6  ?f   => ?a  14  ?b,5729
?e  22  ?b  ?e  6  ?a   => ?a  14  ?b,5730
?e  22  ?b  ?a  6  ?e   => ?a  14  ?b,5731
?e  22  ?a  ?e  6  ?b   => ?a  14  ?b,5732
?b  11  ?f  ?f  2  ?a   => ?a  17  ?b,5733
?b  11  ?f  ?a  2  ?f   => ?a  17  ?b,5734
?f  11  ?a  ?b  2  ?f   => ?a  17  ?b,5735
?a  11  ?f  ?b  2  ?f   => ?a  17  ?b,5736
?e  11  ?b  ?e  2  ?a   => ?a  17  ?b,5737
?e  11  ?b  ?a  2  ?e   => ?a  17  ?b,5738
?a  11  ?e  ?e  2  ?b   => ?a  17  ?b,5739
?e  11  ?a  ?e  2  ?b   => ?a  17  ?b,5740
?b  39  ?f  ?f  6  ?a   => ?a  12  ?b,5741
?b  39  ?f  ?a  6  ?f   => ?a  12  ?b,5742
?e  39  ?b  ?a  6  ?e   => ?a  12  ?b,5743
?e  39  ?b  ?e  6  ?a   => ?a  12  ?b,5744
?a  39  ?f  ?b  6  ?f   => ?a  12  ?b,5745
?a  39  ?f  ?f  6  ?b   => ?a  12  ?b,5746
?e  39  ?a  ?b  6  ?e   => ?a  12  ?b,5747
?e  39  ?a  ?e  6  ?b   => ?a  12  ?b,5748
?b  17  ?f  ?f  6  ?a   => ?a  39  ?b,5749
?b  17  ?f  ?a  6  ?f   => ?a  39  ?b,5750
?a  17  ?f  ?b  6  ?f   => ?a  39  ?b,5751
?a  17  ?f  ?f  6  ?b   => ?a  39  ?b,5752
?e  17  ?b  ?a  6  ?e   => ?a  39  ?b,5753
?e  17  ?b  ?e  6  ?a   => ?a  39  ?b,5754
?e  17  ?a  ?b  6  ?e   => ?a  39  ?b,5755
?e  17  ?a  ?e  6  ?b   => ?a  39  ?b,5756
?b  18  ?f  ?f  22  ?a   => ?a  4  ?b,5757
?b  18  ?f  ?a  22  ?f   => ?a  4  ?b,5758
?e  18  ?b  ?a  22  ?e   => ?a  4  ?b,5759
?e  18  ?b  ?e  22  ?a   => ?a  4  ?b,5760
?a  18  ?f  ?f  22  ?b   => ?a  4  ?b,5761
?a  18  ?f  ?b  22  ?f   => ?a  4  ?b,5762
?f  18  ?a  ?b  22  ?f   => ?a  4  ?b,5763
?e  18  ?a  ?e  22  ?b   => ?a  4  ?b,5764
?a  13  ?f  ?b  5  ?f   => ?a  12  ?b,5765
?f  13  ?a  ?b  5  ?f   => ?a  12  ?b,5766
?b  11  ?f  ?f  22  ?a   => ?a  12  ?b,5767
?b  11  ?f  ?a  22  ?f   => ?a  12  ?b,5768
?f  11  ?a  ?b  22  ?f   => ?a  12  ?b,5769
?a  11  ?f  ?b  22  ?f   => ?a  12  ?b,5770
?a  13  ?e  ?e  5  ?b   => ?a  12  ?b,5771
?e  13  ?a  ?e  5  ?b   => ?a  12  ?b,5772
?e  11  ?b  ?e  22  ?a   => ?a  12  ?b,5773
?e  11  ?b  ?a  22  ?e   => ?a  12  ?b,5774
?a  11  ?e  ?e  22  ?b   => ?a  12  ?b,5775
?e  11  ?a  ?e  22  ?b   => ?a  12  ?b,5776
?b  13  ?f  ?a  5  ?f   => ?a  12  ?b,5777
?f  13  ?b  ?a  5  ?f   => ?a  12  ?b,5778
?b  13  ?f  ?f  5  ?a   => ?a  12  ?b,5779
?e  13  ?b  ?e  5  ?a   => ?a  12  ?b,5780
?f  14  ?a  ?b  39  ?f   => ?a  12  ?b,5781
?a  14  ?f  ?b  39  ?f   => ?a  12  ?b,5782
?a  14  ?e  ?e  39  ?b   => ?a  12  ?b,5783
?e  14  ?a  ?e  39  ?b   => ?a  12  ?b,5784
?b  14  ?f  ?a  39  ?f   => ?a  12  ?b,5785
?f  14  ?b  ?a  39  ?f   => ?a  12  ?b,5786
?b  14  ?e  ?e  39  ?a   => ?a  12  ?b,5787
?e  14  ?b  ?e  39  ?a   => ?a  12  ?b,5788
?f  2  ?a  ?b  2  ?f   => ?a  23  ?b,5789
?a  2  ?f  ?b  2  ?f   => ?a  23  ?b,5790
?f  2  ?b  ?a  2  ?f   => ?a  23  ?b,5791
?e  2  ?a  ?e  2  ?b   => ?a  23  ?b,5792
?b  17  ?f  ?f  19  ?a   => ?a  8  ?b,5793
?b  17  ?f  ?a  19  ?f   => ?a  8  ?b,5794
?a  17  ?f  ?b  19  ?f   => ?a  8  ?b,5795
?a  17  ?f  ?f  19  ?b   => ?a  8  ?b,5796
?f  17  ?a  ?b  19  ?f   => ?a  8  ?b,5797
?e  17  ?b  ?e  19  ?a   => ?a  8  ?b,5798
?e  17  ?b  ?a  19  ?e   => ?a  8  ?b,5799
?e  17  ?a  ?e  19  ?b   => ?a  8  ?b,5800
?f  13  ?a  ?b  18  ?f   => ?a  12  ?b,5801
?a  13  ?f  ?b  18  ?f   => ?a  12  ?b,5802
?a  13  ?e  ?e  18  ?b   => ?a  12  ?b,5803
?e  13  ?a  ?e  18  ?b   => ?a  12  ?b,5804
?f  22  ?a  ?b  22  ?f   => ?a  12  ?b,5805
?a  22  ?f  ?b  22  ?f   => ?a  12  ?b,5806
?b  13  ?f  ?a  18  ?f   => ?a  12  ?b,5807
?f  13  ?b  ?a  18  ?f   => ?a  12  ?b,5808
?b  13  ?e  ?e  18  ?a   => ?a  12  ?b,5809
?e  13  ?b  ?e  18  ?a   => ?a  12  ?b,5810
?e  22  ?a  ?e  22  ?b   => ?a  12  ?b,5811
?e  22  ?b  ?a  22  ?e   => ?a  12  ?b,5812
?b  17  ?f  ?a  6  ?f   => ?a  22  ?b,5813
?b  17  ?f  ?f  6  ?a   => ?a  22  ?b,5814
?a  17  ?f  ?b  6  ?f   => ?a  22  ?b,5815
?a  17  ?f  ?f  6  ?b   => ?a  22  ?b,5816
?e  17  ?b  ?a  6  ?e   => ?a  22  ?b,5817
?e  17  ?b  ?e  6  ?a   => ?a  22  ?b,5818
?e  17  ?a  ?b  6  ?e   => ?a  22  ?b,5819
?e  17  ?a  ?e  6  ?b   => ?a  22  ?b,5820
?b  5  ?f  ?f  6  ?a   => ?a  22  ?b,5821
?b  5  ?f  ?a  6  ?f   => ?a  22  ?b,5822
?a  5  ?f  ?b  6  ?f   => ?a  22  ?b,5823
?a  5  ?f  ?f  6  ?b   => ?a  22  ?b,5824
?e  5  ?b  ?a  6  ?e   => ?a  22  ?b,5825
?e  5  ?b  ?e  6  ?a   => ?a  22  ?b,5826
?e  5  ?a  ?e  6  ?b   => ?a  22  ?b,5827
?e  5  ?a  ?b  6  ?e   => ?a  22  ?b,5828
?b  14  ?f  ?f  22  ?a   => ?a  14  ?b,5829
?b  14  ?f  ?a  22  ?f   => ?a  14  ?b,5830
?f  14  ?a  ?b  22  ?f   => ?a  14  ?b,5831
?a  14  ?f  ?b  22  ?f   => ?a  14  ?b,5832
?f  14  ?b  ?a  22  ?f   => ?a  14  ?b,5833
?e  14  ?b  ?e  22  ?a   => ?a  14  ?b,5834
?a  14  ?e  ?e  22  ?b   => ?a  14  ?b,5835
?e  14  ?a  ?e  22  ?b   => ?a  14  ?b,5836
?a  41  ?f  ?b  41  ?f   => ?a  38  ?b,5837
?a  41  ?f  ?b  41  ?f   => ?a  19  ?b,5838
?f  38  ?a  ?b  5  ?f   => ?a  12  ?b,5839
?a  38  ?f  ?b  5  ?f   => ?a  12  ?b,5840
?e  38  ?a  ?e  5  ?b   => ?a  12  ?b,5841
?a  38  ?e  ?e  5  ?b   => ?a  12  ?b,5842
?b  38  ?f  ?f  5  ?a   => ?a  12  ?b,5843
?b  38  ?f  ?a  5  ?f   => ?a  12  ?b,5844
?f  38  ?b  ?a  5  ?f   => ?a  12  ?b,5845
?e  38  ?b  ?e  5  ?a   => ?a  12  ?b,5846
?f  13  ?a  ?b  39  ?f   => ?a  5  ?b,5847
?a  13  ?f  ?b  39  ?f   => ?a  5  ?b,5848
?b  13  ?f  ?a  39  ?f   => ?a  5  ?b,5849
?f  13  ?b  ?a  39  ?f   => ?a  5  ?b,5850
?a  13  ?e  ?e  39  ?b   => ?a  5  ?b,5851
?e  13  ?a  ?e  39  ?b   => ?a  5  ?b,5852
?b  13  ?f  ?f  39  ?a   => ?a  5  ?b,5853
?e  13  ?b  ?e  39  ?a   => ?a  5  ?b,5854
?b  18  ?f  ?f  6  ?a   => ?a  39  ?b,5855
?b  18  ?f  ?a  6  ?f   => ?a  39  ?b,5856
?a  18  ?f  ?b  6  ?f   => ?a  39  ?b,5857
?a  18  ?f  ?f  6  ?b   => ?a  39  ?b,5858
?e  18  ?b  ?e  6  ?a   => ?a  39  ?b,5859
?e  18  ?b  ?a  6  ?e   => ?a  39  ?b,5860
?e  18  ?a  ?e  6  ?b   => ?a  39  ?b,5861
?e  18  ?a  ?b  6  ?e   => ?a  39  ?b,5862
?f  23  ?a  ?b  5  ?f   => ?a  22  ?b,5863
?a  23  ?f  ?b  5  ?f   => ?a  22  ?b,5864
?b  23  ?f  ?a  5  ?f   => ?a  22  ?b,5865
?f  23  ?b  ?a  5  ?f   => ?a  22  ?b,5866
?b  23  ?f  ?f  5  ?a   => ?a  22  ?b,5867
?a  23  ?e  ?e  5  ?b   => ?a  22  ?b,5868
?e  23  ?a  ?e  5  ?b   => ?a  22  ?b,5869
?e  23  ?b  ?e  5  ?a   => ?a  22  ?b,5870
?b  12  ?f  ?f  22  ?a   => ?a  4  ?b,5871
?b  12  ?f  ?a  22  ?f   => ?a  4  ?b,5872
?e  12  ?b  ?a  22  ?e   => ?a  4  ?b,5873
?e  12  ?b  ?e  22  ?a   => ?a  4  ?b,5874
?a  12  ?f  ?b  22  ?f   => ?a  4  ?b,5875
?a  12  ?f  ?f  22  ?b   => ?a  4  ?b,5876
?f  12  ?a  ?b  22  ?f   => ?a  4  ?b,5877
?e  12  ?a  ?e  22  ?b   => ?a  4  ?b,5878
?b  17  ?f  ?f  31  ?a   => ?a  8  ?b,5879
?b  17  ?f  ?a  31  ?f   => ?a  8  ?b,5880
?a  17  ?f  ?b  31  ?f   => ?a  8  ?b,5881
?a  17  ?f  ?f  31  ?b   => ?a  8  ?b,5882
?e  17  ?b  ?a  31  ?e   => ?a  8  ?b,5883
?e  17  ?b  ?e  31  ?a   => ?a  8  ?b,5884
?f  17  ?a  ?b  31  ?f   => ?a  8  ?b,5885
?e  17  ?a  ?e  31  ?b   => ?a  8  ?b,5886
?f  19  ?a  ?b  22  ?f   => ?a  6  ?b,5887
?a  19  ?f  ?b  22  ?f   => ?a  6  ?b,5888
?b  19  ?f  ?a  22  ?f   => ?a  6  ?b,5889
?f  19  ?b  ?a  22  ?f   => ?a  6  ?b,5890
?b  19  ?f  ?f  22  ?a   => ?a  6  ?b,5891
?a  19  ?f  ?f  22  ?b   => ?a  6  ?b,5892
?e  19  ?a  ?e  22  ?b   => ?a  6  ?b,5893
?e  19  ?b  ?e  22  ?a   => ?a  6  ?b,5894
?f  19  ?a  ?b  39  ?f   => ?a  5  ?b,5895
?a  19  ?f  ?b  39  ?f   => ?a  5  ?b,5896
?b  19  ?f  ?a  39  ?f   => ?a  5  ?b,5897
?f  19  ?b  ?a  39  ?f   => ?a  5  ?b,5898
?a  19  ?e  ?e  39  ?b   => ?a  5  ?b,5899
?e  19  ?a  ?e  39  ?b   => ?a  5  ?b,5900
?b  19  ?f  ?f  39  ?a   => ?a  5  ?b,5901
?e  19  ?b  ?e  39  ?a   => ?a  5  ?b,5902
?f  31  ?a  ?b  39  ?f   => ?a  12  ?b,5903
?a  31  ?f  ?b  39  ?f   => ?a  12  ?b,5904
?a  31  ?e  ?e  39  ?b   => ?a  12  ?b,5905
?e  31  ?a  ?e  39  ?b   => ?a  12  ?b,5906
?b  31  ?f  ?a  39  ?f   => ?a  12  ?b,5907
?f  31  ?b  ?a  39  ?f   => ?a  12  ?b,5908
?e  31  ?b  ?e  39  ?a   => ?a  12  ?b,5909
?b  31  ?e  ?e  39  ?a   => ?a  12  ?b,5910
?b  18  ?f  ?f  6  ?a   => ?a  22  ?b,5911
?b  18  ?f  ?a  6  ?f   => ?a  22  ?b,5912
?a  18  ?f  ?b  6  ?f   => ?a  22  ?b,5913
?a  18  ?f  ?f  6  ?b   => ?a  22  ?b,5914
?e  18  ?b  ?a  6  ?e   => ?a  22  ?b,5915
?e  18  ?b  ?e  6  ?a   => ?a  22  ?b,5916
?e  18  ?a  ?b  6  ?e   => ?a  22  ?b,5917
?e  18  ?a  ?e  6  ?b   => ?a  22  ?b,5918
?b  39  ?f  ?a  6  ?f   => ?a  18  ?b,5919
?b  39  ?f  ?f  6  ?a   => ?a  18  ?b,5920
?e  39  ?b  ?a  6  ?e   => ?a  18  ?b,5921
?e  39  ?b  ?e  6  ?a   => ?a  18  ?b,5922
?a  39  ?f  ?b  6  ?f   => ?a  18  ?b,5923
?a  39  ?f  ?f  6  ?b   => ?a  18  ?b,5924
