id,rule
27168,?b 2 ?a ?b 38 ?a => ?a 33 ?b
27169,?b 11 ?a ?b 19 ?a => ?a 33 ?b
27170,?b 13 ?a ?a 30 ?b => ?a 33 ?b
27171,?b 11 ?a ?b 14 ?a => ?a 33 ?b
27172,?b 11 ?a ?b 6 ?a => ?a 33 ?b
27173,?b 11 ?a ?b 13 ?a => ?a 33 ?b
27174,?b 19 ?a ?a 3 ?b => ?a 33 ?b
27175,?b 11 ?a ?b 31 ?a => ?a 33 ?b
27176,?b 11 ?a ?b 2 ?a => ?a 33 ?b
27177,?a 10 ?b ?b 12 ?a => ?a 33 ?b
27178,?a 3 ?b ?b 31 ?a => ?a 33 ?b
27179,?b 11 ?a ?b 22 ?a => ?a 33 ?b
27180,?b 31 ?a ?a 4 ?b => ?a 33 ?b
27181,?b 2 ?a ?a 6 ?b => ?a 33 ?b
27182,?b 10 ?a ?a 12 ?b => ?a 33 ?b
27183,?b 2 ?a ?a 8 ?b => ?a 33 ?b
27184,?a 18 ?b ?b 2 ?a => ?a 33 ?b
27185,?b 2 ?a ?a 23 ?b => ?a 33 ?b
27186,?a 17 ?b ?b 2 ?a => ?a 33 ?b
27187,?a 3 ?b ?a 4 ?b => ?a 33 ?b
27188,?b 23 ?a ?a 3 ?b => ?a 33 ?b
27189,?b 2 ?a ?a 5 ?b => ?a 33 ?b
27190,?a 10 ?b ?b 11 ?a => ?a 33 ?b
27191,?b 22 ?a ?a 8 ?b => ?a 33 ?b
27192,?a 3 ?b ?b 6 ?a => ?a 33 ?b
27193,?a 17 ?b ?b 22 ?a => ?a 33 ?b
27194,?a 18 ?b ?b 22 ?a => ?a 33 ?b
27195,?b 14 ?a ?a 3 ?b => ?a 33 ?b
27196,?b 22 ?a ?a 6 ?b => ?a 33 ?b
27197,?a 11 ?b ?b 2 ?a => ?a 33 ?b
27198,?a 13 ?b ?b 22 ?a => ?a 33 ?b
27199,?b 22 ?a ?a 31 ?b => ?a 33 ?b
27200,?a 14 ?b ?b 22 ?a => ?a 33 ?b
27201,?b 2 ?a ?a 22 ?b => ?a 33 ?b
27202,?b 22 ?a ?a 38 ?b => ?a 33 ?b
27203,?b 22 ?a ?a 5 ?b => ?a 33 ?b
27204,?a 13 ?b ?b 2 ?a => ?a 33 ?b
27205,?b 22 ?a ?b 38 ?a => ?a 33 ?b
27206,?b 12 ?a ?b 22 ?a => ?a 33 ?b
27207,?b 2 ?a ?a 31 ?b => ?a 33 ?b
27208,?a 2 ?b ?a 4 ?b => ?a 33 ?b
27209,?b 11 ?a ?a 22 ?b => ?a 33 ?b
27210,?b 11 ?a ?a 38 ?b => ?a 33 ?b
27211,?a 19 ?b ?b 2 ?a => ?a 33 ?b
27212,?a 38 ?b ?a 4 ?b => ?a 33 ?b
27213,?b 11 ?a ?a 5 ?b => ?a 33 ?b
27214,?b 14 ?a ?b 38 ?a => ?a 33 ?b
27215,?b 2 ?a ?a 4 ?b => ?a 33 ?b
27216,?b 39 ?a ?a 4 ?b => ?a 33 ?b
27217,?b 22 ?a ?a 4 ?b => ?a 33 ?b
27218,?b 11 ?a ?b 23 ?a => ?a 33 ?b
27219,?b 31 ?a ?b 38 ?a => ?a 33 ?b
27220,?b 2 ?a ?a 39 ?b => ?a 33 ?b
27221,?a 14 ?b ?b 2 ?a => ?a 33 ?b
27222,?b 12 ?a ?b 2 ?a => ?a 33 ?b
27223,?b 22 ?a ?b 6 ?a => ?a 33 ?b
27224,?b 2 ?a ?b 39 ?a => ?a 33 ?b
27225,?a 19 ?b ?b 22 ?a => ?a 33 ?b
27226,?b 22 ?a ?b 39 ?a => ?a 33 ?b
27227,?b 13 ?a ?b 2 ?a => ?a 33 ?b
27228,?a 2 ?b ?b 22 ?a => ?a 33 ?b
27229,?b 12 ?a ?a 3 ?b => ?a 33 ?b
27230,?a 11 ?b ?b 22 ?a => ?a 33 ?b
27231,?b 2 ?a ?b 6 ?a => ?a 33 ?b
27232,?b 2 ?a ?b 23 ?a => ?a 33 ?b
27233,?a 12 ?b ?a 30 ?b => ?a 33 ?b
27234,?b 2 ?a ?a 38 ?b => ?a 33 ?b
27235,?a 10 ?b ?b 3 ?a => ?a 33 ?b
27236,?a 3 ?b ?b 38 ?a => ?a 33 ?b
27237,?b 14 ?a ?b 2 ?a => ?a 33 ?b
27238,?b 19 ?a ?b 2 ?a => ?a 33 ?b
27239,?b 13 ?a ?b 22 ?a => ?a 33 ?b
27240,?b 22 ?a ?a 23 ?b => ?a 33 ?b
27241,?b 11 ?a ?a 3 ?b => ?a 33 ?b
27242,?a 18 ?b ?b 31 ?a => ?a 33 ?b
27243,?b 31 ?a ?a 39 ?b => ?a 33 ?b
27244,?a 17 ?b ?b 31 ?a => ?a 33 ?b
27245,?b 31 ?a ?a 8 ?b => ?a 33 ?b
27246,?b 22 ?a ?b 31 ?a => ?a 33 ?b
27247,?b 31 ?a ?a 6 ?b => ?a 33 ?b
27248,?b 31 ?a ?a 5 ?b => ?a 33 ?b
27249,?b 19 ?a ?b 22 ?a => ?a 33 ?b
27250,?a 13 ?b ?b 31 ?a => ?a 33 ?b
27251,?b 2 ?a ?b 31 ?a => ?a 33 ?b
27252,?b 12 ?a ?b 31 ?a => ?a 33 ?b
27253,?a 22 ?b ?b 31 ?a => ?a 33 ?b
27254,?b 31 ?a ?b 39 ?a => ?a 33 ?b
27255,?a 12 ?b ?b 3 ?a => ?a 33 ?b
27256,?a 11 ?b ?a 30 ?b => ?a 33 ?b
27257,?a 11 ?b ?b 31 ?a => ?a 33 ?b
27258,?a 23 ?b ?b 31 ?a => ?a 33 ?b
27259,?b 14 ?a ?a 17 ?b => ?a 33 ?b
27260,?a 2 ?b ?b 31 ?a => ?a 33 ?b
27261,?b 14 ?a ?a 39 ?b => ?a 33 ?b
27262,?b 31 ?a ?a 38 ?b => ?a 33 ?b
27263,?a 30 ?b ?a 31 ?b => ?a 33 ?b
27264,?b 14 ?a ?b 39 ?a => ?a 33 ?b
27265,?b 14 ?a ?a 6 ?b => ?a 33 ?b
27266,?b 14 ?a ?a 18 ?b => ?a 33 ?b
27267,?a 17 ?b ?a 3 ?b => ?a 33 ?b
27268,?a 13 ?b ?a 17 ?b => ?a 33 ?b
27269,?a 17 ?b ?a 31 ?b => ?a 33 ?b
27270,?a 17 ?b ?a 38 ?b => ?a 33 ?b
27271,?b 22 ?a ?a 39 ?b => ?a 33 ?b
27272,?a 17 ?b ?a 6 ?b => ?a 33 ?b
27273,?b 14 ?a ?a 31 ?b => ?a 33 ?b
27274,?a 17 ?b ?a 5 ?b => ?a 33 ?b
27275,?b 12 ?a ?b 14 ?a => ?a 33 ?b
27276,?a 11 ?b ?a 17 ?b => ?a 33 ?b
27277,?a 17 ?b ?a 18 ?b => ?a 33 ?b
27278,?a 3 ?b ?a 6 ?b => ?a 33 ?b
27279,?b 14 ?a ?a 5 ?b => ?a 33 ?b
27280,?a 17 ?b ?a 19 ?b => ?a 33 ?b
27281,?b 12 ?a ?b 23 ?a => ?a 33 ?b
27282,?a 13 ?b ?b 14 ?a => ?a 33 ?b
27283,?b 13 ?a ?b 31 ?a => ?a 33 ?b
27284,?a 17 ?b ?b 23 ?a => ?a 33 ?b
27285,?b 12 ?a ?a 17 ?b => ?a 33 ?b
27286,?b 23 ?a ?b 39 ?a => ?a 33 ?b
27287,?b 14 ?a ?a 38 ?b => ?a 33 ?b
27288,?b 13 ?a ?a 17 ?b => ?a 33 ?b
27289,?a 17 ?b ?a 8 ?b => ?a 33 ?b
27290,?b 32 ?f ?f 7 ?a => ?a 33 ?b
27291,?f 32 ?a ?b 32 ?f => ?a 33 ?b
27292,?a 18 ?b ?b 23 ?a => ?a 33 ?b
27293,?f 29 ?a ?b 32 ?f => ?a 33 ?b
27294,?f 24 ?a ?b 32 ?f => ?a 33 ?b
27295,?f 26 ?a ?b 32 ?f => ?a 33 ?b
27296,?f 25 ?a ?b 32 ?f => ?a 33 ?b
27297,?f 16 ?a ?b 32 ?f => ?a 33 ?b
27298,?b 19 ?a ?b 31 ?a => ?a 33 ?b
27299,?f 28 ?a ?b 32 ?f => ?a 33 ?b
27300,?a 19 ?b ?a 3 ?b => ?a 33 ?b
27301,?a 30 ?b ?b 31 ?a => ?a 33 ?b
27302,?b 32 ?f ?f 36 ?a => ?a 33 ?b
27303,?a 17 ?b ?b 39 ?a => ?a 33 ?b
27304,?a 13 ?b ?b 23 ?a => ?a 33 ?b
27305,?b 32 ?f ?f 37 ?a => ?a 33 ?b
27306,?b 31 ?a ?b 6 ?a => ?a 33 ?b
27307,?a 22 ?b ?b 23 ?a => ?a 33 ?b
27308,?a 3 ?b ?b 39 ?a => ?a 33 ?b
27309,?b 13 ?a ?b 14 ?a => ?a 33 ?b
27310,?a 2 ?b ?b 23 ?a => ?a 33 ?b
27311,?b 14 ?a ?b 19 ?a => ?a 33 ?b
27312,?f 20 ?a ?b 32 ?f => ?a 33 ?b
27313,?a 11 ?b ?b 23 ?a => ?a 33 ?b
27314,?b 23 ?a ?a 31 ?b => ?a 33 ?b
27315,?b 10 ?a ?b 38 ?a => ?a 33 ?b
27316,?b 22 ?a ?a 3 ?b => ?a 33 ?b
27317,?b 22 ?a ?b 23 ?a => ?a 33 ?b
27318,?b 2 ?a ?b 22 ?a => ?a 33 ?b
27319,?b 14 ?a ?b 22 ?a => ?a 33 ?b
27320,?a 14 ?b ?a 30 ?b => ?a 33 ?b
27321,?b 14 ?a ?a 8 ?b => ?a 33 ?b
27322,?a 16 ?f ?b 32 ?f => ?a 33 ?b
27323,?a 19 ?b ?b 31 ?a => ?a 33 ?b
27324,?a 14 ?b ?b 31 ?a => ?a 33 ?b
27325,?b 23 ?a ?a 30 ?b => ?a 33 ?b
27326,?a 11 ?b ?b 14 ?a => ?a 33 ?b
27327,?b 14 ?a ?a 22 ?b => ?a 33 ?b
27328,?b 32 ?f ?a 37 ?f => ?a 33 ?b
27329,?a 17 ?b ?a 23 ?b => ?a 33 ?b
27330,?a 17 ?b ?a 2 ?b => ?a 33 ?b
27331,?b 14 ?a ?a 23 ?b => ?a 33 ?b
27332,?b 22 ?a ?a 30 ?b => ?a 33 ?b
27333,?a 3 ?b ?a 38 ?b => ?a 33 ?b
27334,?b 14 ?a ?a 2 ?b => ?a 33 ?b
27335,?b 23 ?a ?b 6 ?a => ?a 33 ?b
27336,?b 23 ?a ?a 39 ?b => ?a 33 ?b
27337,?a 17 ?b ?b 6 ?a => ?a 33 ?b
27338,?b 14 ?a ?b 31 ?a => ?a 33 ?b
27339,?f 27 ?a ?b 32 ?f => ?a 33 ?b
27340,?b 11 ?a ?a 30 ?b => ?a 33 ?b
27341,?a 14 ?b ?a 17 ?b => ?a 33 ?b
27342,?b 23 ?a ?a 8 ?b => ?a 33 ?b
27343,?b 19 ?a ?b 23 ?a => ?a 33 ?b
27344,?b 23 ?a ?b 31 ?a => ?a 33 ?b
27345,?f 21 ?a ?b 32 ?f => ?a 33 ?b
27346,?b 32 ?f ?f 34 ?a => ?a 33 ?b
27347,?b 23 ?a ?a 5 ?b => ?a 33 ?b
27348,?a 22 ?b ?a 3 ?b => ?a 33 ?b
27349,?b 10 ?a ?b 11 ?a => ?a 33 ?b
27350,?f 15 ?a ?b 32 ?f => ?a 33 ?b
27351,?a 17 ?b ?b 19 ?a => ?a 33 ?b
27352,?b 23 ?a ?a 6 ?b => ?a 33 ?b
27353,?b 14 ?a ?a 19 ?b => ?a 33 ?b
27354,?b 14 ?a ?b 6 ?a => ?a 33 ?b
27355,?b 23 ?a ?a 38 ?b => ?a 33 ?b
27356,?b 14 ?a ?b 23 ?a => ?a 33 ?b
27357,?a 20 ?f ?b 32 ?f => ?a 33 ?b
27358,?a 18 ?b ?a 3 ?b => ?a 33 ?b
27359,?a 29 ?f ?b 32 ?f => ?a 33 ?b
27360,?f 3 ?a ?b 32 ?f => ?a 33 ?b
27361,?a 27 ?f ?b 32 ?f => ?a 33 ?b
27362,?a 21 ?f ?b 32 ?f => ?a 33 ?b
27363,?b 32 ?f ?a 34 ?f => ?a 33 ?b
27364,?a 28 ?f ?b 32 ?f => ?a 33 ?b
27365,?a 32 ?f ?b 32 ?f => ?a 33 ?b
27366,?a 14 ?b ?b 23 ?a => ?a 33 ?b
27367,?a 26 ?f ?b 32 ?f => ?a 33 ?b
27368,?a 19 ?b ?b 23 ?a => ?a 33 ?b
27369,?a 25 ?f ?b 32 ?f => ?a 33 ?b
27370,?b 32 ?f ?a 36 ?f => ?a 33 ?b
27371,?b 32 ?f ?a 7 ?f => ?a 33 ?b
27372,?a 15 ?f ?b 32 ?f => ?a 33 ?b
27373,?b 2 ?a ?a 3 ?b => ?a 33 ?b
27374,?f 10 ?a ?b 32 ?f => ?a 33 ?b
27375,?b 13 ?a ?b 23 ?a => ?a 33 ?b
27376,?f 30 ?a ?b 32 ?f => ?a 33 ?b
27377,?a 24 ?f ?b 32 ?f => ?a 33 ?b
27378,?a 10 ?f ?b 32 ?f => ?a 33 ?b
27379,?b 32 ?f ?f 33 ?a => ?a 33 ?b
27380,?a 30 ?f ?b 32 ?f => ?a 33 ?b
27381,?b 13 ?a ?a 3 ?b => ?a 33 ?b
27382,?a 17 ?b ?a 22 ?b => ?a 33 ?b
27383,?f 18 ?a ?b 32 ?f => ?a 33 ?b
27384,?a 17 ?b ?a 39 ?b => ?a 33 ?b
27385,?f 12 ?a ?b 32 ?f => ?a 33 ?b
27386,?b 32 ?f ?f 4 ?a => ?a 33 ?b
27387,?b 32 ?f ?f 39 ?a => ?a 33 ?b
27388,?a 3 ?f ?b 32 ?f => ?a 33 ?b
27389,?f 17 ?a ?b 32 ?f => ?a 33 ?b
27390,?a 18 ?b ?a 39 ?b => ?a 33 ?b
27391,?a 2 ?b ?a 39 ?b => ?a 33 ?b
27392,?a 11 ?b ?a 39 ?b => ?a 33 ?b
27393,?a 39 ?b ?a 5 ?b => ?a 33 ?b
27394,?b 32 ?f ?f 8 ?a => ?a 33 ?b
27395,?a 38 ?b ?a 39 ?b => ?a 33 ?b
27396,?b 3 ?a ?b 38 ?a => ?a 33 ?b
27397,?b 10 ?a ?b 2 ?a => ?a 33 ?b
27398,?b 32 ?f ?a 33 ?f => ?a 33 ?b
27399,?a 14 ?b ?a 39 ?b => ?a 33 ?b
27400,?b 11 ?a ?b 3 ?a => ?a 33 ?b
27401,?a 13 ?b ?a 39 ?b => ?a 33 ?b
27402,?a 39 ?b ?a 6 ?b => ?a 33 ?b
27403,?b 32 ?f ?a 4 ?f => ?a 33 ?b
27404,?b 10 ?a ?b 22 ?a => ?a 33 ?b
27405,?b 19 ?a ?a 39 ?b => ?a 33 ?b
27406,?a 19 ?b ?a 39 ?b => ?a 33 ?b
27407,?a 12 ?f ?b 32 ?f => ?a 33 ?b
27408,?a 31 ?b ?a 39 ?b => ?a 33 ?b
27409,?a 39 ?b ?a 8 ?b => ?a 33 ?b
27410,?a 22 ?b ?a 39 ?b => ?a 33 ?b
27411,?b 12 ?a ?a 39 ?b => ?a 33 ?b
27412,?a 17 ?f ?b 32 ?f => ?a 33 ?b
27413,?f 11 ?a ?b 32 ?f => ?a 33 ?b
27414,?b 32 ?f ?f 5 ?a => ?a 33 ?b
27415,?a 23 ?b ?a 39 ?b => ?a 33 ?b
27416,?b 32 ?f ?a 39 ?f => ?a 33 ?b
27417,?a 18 ?f ?b 32 ?f => ?a 33 ?b
27418,?f 22 ?a ?b 32 ?f => ?a 33 ?b
27419,?a 5 ?b ?a 6 ?b => ?a 33 ?b
27420,?b 13 ?a ?a 39 ?b => ?a 33 ?b
27421,?a 39 ?b ?b 6 ?a => ?a 33 ?b
27422,?b 32 ?f ?a 8 ?f => ?a 33 ?b
27423,?a 23 ?b ?a 5 ?b => ?a 33 ?b
27424,?a 3 ?b ?a 39 ?b => ?a 33 ?b
27425,?b 10 ?a ?a 4 ?b => ?a 33 ?b
27426,?f 19 ?a ?b 32 ?f => ?a 33 ?b
27427,?f 2 ?a ?b 32 ?f => ?a 33 ?b
27428,?a 14 ?b ?a 5 ?b => ?a 33 ?b
27429,?a 31 ?b ?a 5 ?b => ?a 33 ?b
27430,?a 38 ?b ?a 5 ?b => ?a 33 ?b
27431,?b 32 ?f ?a 5 ?f => ?a 33 ?b
27432,?a 2 ?b ?a 5 ?b => ?a 33 ?b
27433,?f 14 ?a ?b 32 ?f => ?a 33 ?b
27434,?a 11 ?b ?a 5 ?b => ?a 33 ?b
27435,?a 13 ?b ?a 5 ?b => ?a 33 ?b
27436,?f 31 ?a ?b 32 ?f => ?a 33 ?b
27437,?b 12 ?a ?a 5 ?b => ?a 33 ?b
27438,?f 23 ?a ?b 32 ?f => ?a 33 ?b
27439,?f 13 ?a ?b 32 ?f => ?a 33 ?b
27440,?b 32 ?f ?f 38 ?a => ?a 33 ?b
27441,?a 22 ?f ?b 32 ?f => ?a 33 ?b
27442,?a 5 ?b ?a 8 ?b => ?a 33 ?b
27443,?a 18 ?b ?a 5 ?b => ?a 33 ?b
27444,?b 32 ?f ?f 6 ?a => ?a 33 ?b
27445,?b 39 ?a ?a 5 ?b => ?a 33 ?b
27446,?a 11 ?f ?b 32 ?f => ?a 33 ?b
27447,?b 19 ?a ?a 5 ?b => ?a 33 ?b
27448,?a 22 ?b ?a 5 ?b => ?a 33 ?b
27449,?b 13 ?a ?a 5 ?b => ?a 33 ?b
27450,?b 39 ?a ?a 6 ?b => ?a 33 ?b
27451,?b 19 ?a ?a 8 ?b => ?a 33 ?b
27452,?a 18 ?b ?b 19 ?a => ?a 33 ?b
27453,?b 32 ?f ?a 38 ?f => ?a 33 ?b
27454,?a 5 ?b ?b 6 ?a => ?a 33 ?b
27455,?a 19 ?b ?b 39 ?a => ?a 33 ?b
27456,?a 2 ?f ?b 32 ?f => ?a 33 ?b
27457,?b 12 ?a ?b 19 ?a => ?a 33 ?b
27458,?b 19 ?a ?b 39 ?a => ?a 33 ?b
27459,?a 23 ?f ?b 32 ?f => ?a 33 ?b
27460,?b 19 ?a ?a 23 ?b => ?a 33 ?b
27461,?a 13 ?b ?b 19 ?a => ?a 33 ?b
27462,?a 2 ?b ?b 39 ?a => ?a 33 ?b
27463,?a 13 ?f ?b 32 ?f => ?a 33 ?b
27464,?a 38 ?b ?b 39 ?a => ?a 33 ?b
27465,?a 11 ?b ?b 39 ?a => ?a 33 ?b
27466,?a 19 ?f ?b 32 ?f => ?a 33 ?b
27467,?a 14 ?f ?b 32 ?f => ?a 33 ?b
27468,?a 31 ?f ?b 32 ?f => ?a 33 ?b
27469,?b 19 ?a ?a 6 ?b => ?a 33 ?b
27470,?b 2 ?a ?b 3 ?a => ?a 33 ?b
27471,?a 13 ?b ?b 39 ?a => ?a 33 ?b
27472,?a 14 ?b ?b 39 ?a => ?a 33 ?b
27473,?b 39 ?a ?a 8 ?b => ?a 33 ?b
27474,?a 23 ?b ?b 39 ?a => ?a 33 ?b
27475,?a 14 ?b ?b 19 ?a => ?a 33 ?b
27476,?a 18 ?b ?b 39 ?a => ?a 33 ?b
27477,?b 39 ?a ?b 6 ?a => ?a 33 ?b
27478,?a 31 ?b ?b 39 ?a => ?a 33 ?b
27479,?b 12 ?a ?b 39 ?a => ?a 33 ?b
27480,?b 13 ?a ?b 39 ?a => ?a 33 ?b
27481,?a 22 ?b ?b 39 ?a => ?a 33 ?b
27482,?b 32 ?f ?a 6 ?f => ?a 33 ?b
27483,?b 19 ?a ?a 31 ?b => ?a 33 ?b
27484,?a 11 ?b ?b 19 ?a => ?a 33 ?b
27485,?b 19 ?a ?a 22 ?b => ?a 33 ?b
27486,?b 13 ?a ?b 19 ?a => ?a 33 ?b
27487,?b 19 ?a ?a 2 ?b => ?a 33 ?b
27488,?b 12 ?a ?a 14 ?b => ?a 33 ?b
27489,?a 13 ?b ?a 14 ?b => ?a 33 ?b
27490,?a 14 ?b ?a 38 ?b => ?a 33 ?b
27491,?a 14 ?b ?a 6 ?b => ?a 33 ?b
27492,?b 19 ?a ?a 38 ?b => ?a 33 ?b
27493,?a 11 ?b ?a 14 ?b => ?a 33 ?b
27494,?a 14 ?b ?a 23 ?b => ?a 33 ?b
27495,?a 11 ?b ?a 8 ?b => ?a 33 ?b
27496,?a 14 ?b ?a 31 ?b => ?a 33 ?b
27497,?a 11 ?b ?a 18 ?b => ?a 33 ?b
27498,?b 6 ?f ?a 9 ?f => ?a 33 ?b
27499,?a 14 ?b ?a 8 ?b => ?a 33 ?b
27500,?b 13 ?f ?a 9 ?f => ?a 33 ?b
27501,?b 23 ?f ?a 9 ?f => ?a 33 ?b
27502,?b 31 ?f ?a 9 ?f => ?a 33 ?b
27503,?a 11 ?b ?a 13 ?b => ?a 33 ?b
27504,?a 14 ?b ?a 18 ?b => ?a 33 ?b
27505,?a 17 ?b ?b 3 ?a => ?a 33 ?b
27506,?b 19 ?a ?b 6 ?a => ?a 33 ?b
27507,?a 14 ?b ?a 22 ?b => ?a 33 ?b
27508,?a 23 ?b ?a 8 ?b => ?a 33 ?b
27509,?a 11 ?b ?a 2 ?b => ?a 33 ?b
27510,?b 19 ?f ?a 9 ?f => ?a 33 ?b
27511,?b 2 ?f ?a 9 ?f => ?a 33 ?b
27512,?a 14 ?b ?a 2 ?b => ?a 33 ?b
27513,?a 11 ?b ?a 19 ?b => ?a 33 ?b
27514,?b 14 ?f ?a 9 ?f => ?a 33 ?b
27515,?b 22 ?f ?a 9 ?f => ?a 33 ?b
27516,?b 11 ?f ?a 9 ?f => ?a 33 ?b
27517,?b 5 ?f ?a 9 ?f => ?a 33 ?b
27518,?b 37 ?f ?a 9 ?f => ?a 33 ?b
27519,?b 10 ?f ?a 9 ?f => ?a 33 ?b
27520,?b 36 ?f ?a 9 ?f => ?a 33 ?b
27521,?b 29 ?f ?a 9 ?f => ?a 33 ?b
27522,?b 39 ?f ?a 9 ?f => ?a 33 ?b
27523,?a 11 ?b ?a 31 ?b => ?a 33 ?b
27524,?b 34 ?f ?a 9 ?f => ?a 33 ?b
27525,?b 3 ?f ?a 9 ?f => ?a 33 ?b
27526,?a 14 ?b ?a 19 ?b => ?a 33 ?b
27527,?b 28 ?f ?a 9 ?f => ?a 33 ?b
27528,?a 2 ?b ?a 8 ?b => ?a 33 ?b
27529,?b 10 ?a ?a 17 ?b => ?a 33 ?b
27530,?a 22 ?b ?a 23 ?b => ?a 33 ?b
27531,?a 11 ?b ?a 23 ?b => ?a 33 ?b
27532,?a 18 ?b ?a 23 ?b => ?a 33 ?b
27533,?f 13 ?b ?a 9 ?f => ?a 33 ?b
27534,?f 6 ?b ?a 9 ?f => ?a 33 ?b
27535,?f 23 ?b ?a 9 ?f => ?a 33 ?b
27536,?a 23 ?b ?a 38 ?b => ?a 33 ?b
27537,?f 2 ?b ?a 9 ?f => ?a 33 ?b
27538,?f 14 ?b ?a 9 ?f => ?a 33 ?b
27539,?b 3 ?a ?b 31 ?a => ?a 33 ?b
27540,?f 22 ?b ?a 9 ?f => ?a 33 ?b
27541,?f 8 ?b ?a 9 ?f => ?a 33 ?b
27542,?a 11 ?b ?b 13 ?a => ?a 33 ?b
27543,?f 19 ?b ?a 9 ?f => ?a 33 ?b
27544,?f 38 ?b ?a 9 ?f => ?a 33 ?b
27545,?a 11 ?b ?a 38 ?b => ?a 33 ?b
27546,?f 18 ?b ?a 9 ?f => ?a 33 ?b
27547,?a 11 ?b ?b 6 ?a => ?a 33 ?b
27548,?f 10 ?b ?a 9 ?f => ?a 33 ?b
27549,?f 36 ?b ?a 9 ?f => ?a 33 ?b
27550,?a 23 ?b ?a 31 ?b => ?a 33 ?b
27551,?f 34 ?b ?a 9 ?f => ?a 33 ?b
27552,?b 13 ?a ?a 14 ?b => ?a 33 ?b
27553,?a 23 ?b ?a 6 ?b => ?a 33 ?b
27554,?f 4 ?b ?a 9 ?f => ?a 33 ?b
27555,?a 13 ?b ?a 23 ?b => ?a 33 ?b
27556,?f 12 ?b ?a 9 ?f => ?a 33 ?b
27557,?a 19 ?b ?a 2 ?b => ?a 33 ?b
27558,?f 15 ?b ?a 9 ?f => ?a 33 ?b
27559,?a 2 ?b ?a 38 ?b => ?a 33 ?b
27560,?a 18 ?b ?a 2 ?b => ?a 33 ?b
27561,?f 29 ?b ?a 9 ?f => ?a 33 ?b
27562,?b 23 ?a ?b 3 ?a => ?a 33 ?b
27563,?b 12 ?a ?a 2 ?b => ?a 33 ?b
27564,?a 2 ?b ?a 22 ?b => ?a 33 ?b
27565,?b 10 ?a ?b 31 ?a => ?a 33 ?b
27566,?a 2 ?b ?a 31 ?b => ?a 33 ?b
27567,?b 10 ?a ?a 8 ?b => ?a 33 ?b
27568,?b 10 ?a ?a 5 ?b => ?a 33 ?b
27569,?b 14 ?a ?b 3 ?a => ?a 33 ?b
27570,?b 10 ?a ?b 14 ?a => ?a 33 ?b
27571,?b 13 ?a ?a 2 ?b => ?a 33 ?b
27572,?a 23 ?b ?b 6 ?a => ?a 33 ?b
27573,?a 19 ?b ?a 5 ?b => ?a 33 ?b
27574,?b 10 ?a ?b 39 ?a => ?a 33 ?b
27575,?a 11 ?b ?b 12 ?a => ?a 33 ?b
27576,?a 11 ?b ?a 6 ?b => ?a 33 ?b
27577,?b 38 ?f ?a 9 ?f => ?a 33 ?b
27578,?a 11 ?b ?a 22 ?b => ?a 33 ?b
27579,?b 3 ?a ?a 4 ?b => ?a 33 ?b
27580,?b 12 ?a ?a 23 ?b => ?a 33 ?b
27581,?b 18 ?f ?a 9 ?f => ?a 33 ?b
27582,?b 8 ?f ?a 9 ?f => ?a 33 ?b
27583,?b 17 ?f ?a 9 ?f => ?a 33 ?b
27584,?b 20 ?f ?a 9 ?f => ?a 33 ?b
27585,?b 15 ?f ?a 9 ?f => ?a 33 ?b
27586,?b 4 ?f ?a 9 ?f => ?a 33 ?b
27587,?b 30 ?f ?a 9 ?f => ?a 33 ?b
27588,?a 2 ?b ?a 23 ?b => ?a 33 ?b
27589,?b 25 ?f ?f 29 ?a => ?a 33 ?b
27590,?f 31 ?b ?a 9 ?f => ?a 33 ?b
27591,?f 5 ?b ?a 9 ?f => ?a 33 ?b
27592,?b 10 ?a ?a 19 ?b => ?a 33 ?b
27593,?f 11 ?b ?a 9 ?f => ?a 33 ?b
27594,?a 2 ?b ?a 6 ?b => ?a 33 ?b
27595,?f 39 ?b ?a 9 ?f => ?a 33 ?b
27596,?a 2 ?b ?b 6 ?a => ?a 33 ?b
27597,?f 3 ?b ?a 9 ?f => ?a 33 ?b
27598,?f 17 ?b ?a 9 ?f => ?a 33 ?b
27599,?f 37 ?b ?a 9 ?f => ?a 33 ?b
27600,?f 20 ?b ?a 9 ?f => ?a 33 ?b
27601,?b 33 ?f ?a 9 ?f => ?a 33 ?b
27602,?b 12 ?f ?a 9 ?f => ?a 33 ?b
27603,?f 28 ?b ?a 9 ?f => ?a 33 ?b
27604,?f 33 ?b ?a 9 ?f => ?a 33 ?b
27605,?f 16 ?a ?b 25 ?f => ?a 33 ?b
27606,?b 25 ?f ?f 7 ?a => ?a 33 ?b
27607,?f 26 ?b ?a 9 ?f => ?a 33 ?b
27608,?a 13 ?b ?a 2 ?b => ?a 33 ?b
27609,?a 19 ?b ?a 23 ?b => ?a 33 ?b
27610,?b 25 ?f ?f 37 ?a => ?a 33 ?b
27611,?a 14 ?b ?b 6 ?a => ?a 33 ?b
27612,?f 24 ?a ?b 25 ?f => ?a 33 ?b
27613,?b 25 ?f ?f 36 ?a => ?a 33 ?b
27614,?b 13 ?a ?a 23 ?b => ?a 33 ?b
27615,?b 25 ?f ?f 28 ?a => ?a 33 ?b
27616,?f 15 ?a ?b 25 ?f => ?a 33 ?b
27617,?b 25 ?f ?f 27 ?a => ?a 33 ?b
27618,?f 21 ?a ?b 25 ?f => ?a 33 ?b
