label,ID
protein_14085,32231
protein_16990,32232
protein_11951,32233
protein_12603,32234
protein_3258,32235
drug_6079,32236
protein_4338,32237
protein_13796,32238
protein_3945,32239
protein_1590,32240
protein_8036,32241
protein_11649,32242
protein_15810,32243
protein_79,32244
protein_5521,32245
protein_13786,32246
protein_2717,32247
protein_3157,32248
protein_6271,32249
protein_15685,32250
protein_12806,32251
drug_10413,32252
protein_832,32253
drug_7461,32254
protein_13975,32255
protein_15127,32256
protein_2431,32257
protein_3658,32258
protein_12271,32259
protein_17464,32260
protein_15577,32261
drug_10240,32262
protein_2066,32263
protein_6045,32264
protein_2170,32265
protein_12775,32266
protein_15912,32267
protein_4784,32268
drug_10081,32269
protein_11101,32270
protein_9732,32271
protein_992,32272
protein_14851,32273
protein_15115,32274
drug_10440,32275
protein_11092,32276
protein_3995,32277
protein_10531,32278
protein_8519,32279
protein_9503,32280
protein_15431,32281
protein_1886,32282
protein_9250,32283
protein_11109,32284
protein_14040,32285
protein_9243,32286
protein_1443,32287
protein_5766,32288
protein_16332,32289
protein_16833,32290
protein_2778,32291
drug_6030,32292
protein_1791,32293
drug_10102,32294
protein_3270,32295
protein_1500,32296
protein_13016,32297
protein_17382,32298
protein_6064,32299
protein_16471,32300
protein_8302,32301
protein_15213,32302
protein_4532,32303
protein_2916,32304
protein_10422,32305
drug_10464,32306
protein_14783,32307
protein_11464,32308
protein_8193,32309
protein_12161,32310
protein_1325,32311
protein_4764,32312
protein_10825,32313
protein_1267,32314
protein_4924,32315
protein_16552,32316
protein_9883,32317
protein_14151,32318
protein_1685,32319
protein_793,32320
drug_9990,32321
protein_10133,32322
protein_16869,32323
protein_14209,32324
protein_2643,32325
protein_4329,32326
protein_9022,32327
drug_10139,32328
protein_8493,32329
protein_16550,32330
protein_8478,32331
protein_12362,32332
protein_7572,32333
protein_13160,32334
drug_1136,32335
protein_10217,32336
protein_14423,32337
protein_8283,32338
protein_6050,32339
protein_13166,32340
protein_6905,32341
protein_17444,32342
protein_7985,32343
protein_582,32344
protein_6304,32345
protein_13413,32346
protein_10143,32347
protein_10396,32348
protein_14942,32349
protein_6983,32350
protein_2039,32351
protein_3148,32352
drug_1165,32353
drug_9786,32354
protein_9832,32355
drug_9742,32356
drug_10208,32357
drug_10520,32358
protein_9894,32359
protein_6959,32360
drug_7066,32361
protein_16335,32362
protein_7020,32363
protein_10706,32364
protein_4216,32365
protein_11889,32366
protein_14579,32367
protein_306,32368
protein_5192,32369
protein_13198,32370
protein_804,32371
protein_15042,32372
protein_10642,32373
protein_11990,32374
protein_6346,32375
drug_6911,32376
protein_263,32377
protein_17332,32378
drug_9823,32379
protein_4311,32380
protein_17326,32381
protein_14575,32382
protein_11957,32383
protein_1619,32384
drug_3137,32385
protein_17184,32386
protein_11311,32387
protein_12715,32388
protein_9246,32389
protein_14343,32390
protein_14067,32391
protein_14056,32392
protein_1411,32393
protein_11106,32394
protein_16512,32395
protein_4755,32396
protein_4302,32397
protein_15929,32398
protein_10518,32399
protein_4649,32400
protein_11659,32401
protein_9033,32402
protein_10023,32403
protein_7437,32404
drug_10473,32405
protein_16882,32406
protein_2611,32407
protein_330,32408
drug_10320,32409
drug_10262,32410
drug_10272,32411
protein_5114,32412
protein_15362,32413
protein_3517,32414
protein_9676,32415
protein_6894,32416
protein_3879,32417
protein_14836,32418
protein_9607,32419
protein_3511,32420
drug_1656,32421
drug_1328,32422
protein_3037,32423
protein_7279,32424
protein_6245,32425
drug_10466,32426
protein_4537,32427
protein_6110,32428
protein_8605,32429
protein_6047,32430
drug_10470,32431
protein_3237,32432
protein_10103,32433
protein_658,32434
protein_2432,32435
protein_2450,32436
protein_2382,32437
protein_4015,32438
protein_13230,32439
protein_2470,32440
protein_1360,32441
protein_15782,32442
protein_14039,32443
protein_14167,32444
drug_10159,32445
protein_4883,32446
protein_15521,32447
drug_9929,32448
drug_10111,32449
protein_5361,32450
drug_10085,32451
protein_9782,32452
protein_9539,32453
protein_728,32454
protein_3674,32455
protein_1176,32456
protein_774,32457
drug_10017,32458
protein_13798,32459
protein_10283,32460
protein_16935,32461
protein_4267,32462
protein_9413,32463
protein_3180,32464
protein_8432,32465
protein_5407,32466
protein_3026,32467
drug_6477,32468
protein_5751,32469
protein_17239,32470
drug_10427,32471
drug_10480,32472
protein_1086,32473
protein_6154,32474
protein_10,32475
protein_10221,32476
protein_10339,32477
drug_10124,32478
protein_11233,32479
protein_3122,32480
protein_7014,32481
protein_9985,32482
protein_4061,32483
protein_6148,32484
drug_9923,32485
protein_12526,32486
protein_11545,32487
protein_3586,32488
protein_3147,32489
protein_15725,32490
protein_16059,32491
protein_5146,32492
protein_2638,32493
protein_11264,32494
drug_1842,32495
protein_11994,32496
protein_9960,32497
protein_14122,32498
protein_11687,32499
protein_11094,32500
protein_1777,32501
protein_5754,32502
protein_3030,32503
protein_14723,32504
drug_10469,32505
protein_15410,32506
drug_8713,32507
drug_10046,32508
protein_4408,32509
protein_9263,32510
protein_12590,32511
drug_10127,32512
protein_14097,32513
protein_10919,32514
protein_16295,32515
protein_5958,32516
protein_11829,32517
protein_15906,32518
protein_16093,32519
protein_7144,32520
protein_13777,32521
protein_14522,32522
protein_5758,32523
protein_14117,32524
protein_7019,32525
protein_7623,32526
protein_12984,32527
protein_14018,32528
drug_6433,32529
drug_3973,32530
protein_16635,32531
drug_10527,32532
protein_14074,32533
drug_10442,32534
protein_3285,32535
protein_10573,32536
drug_9806,32537
protein_226,32538
protein_990,32539
drug_10328,32540
protein_144,32541
protein_9874,32542
drug_10006,32543
drug_10514,32544
protein_11715,32545
protein_3010,32546
protein_1721,32547
protein_4309,32548
protein_13384,32549
protein_10457,32550
protein_17313,32551
protein_60,32552
drug_10210,32553
drug_10288,32554
protein_7610,32555
drug_10234,32556
protein_15701,32557
protein_13023,32558
protein_5314,32559
protein_3318,32560
protein_16516,32561
protein_6685,32562
drug_9926,32563
protein_17452,32564
protein_11115,32565
protein_7959,32566
protein_12159,32567
protein_12877,32568
drug_10342,32569
protein_6520,32570
protein_14050,32571
protein_10805,32572
protein_843,32573
protein_1385,32574
protein_5994,32575
drug_2719,32576
protein_1397,32577
protein_260,32578
protein_4030,32579
protein_4011,32580
drug_10339,32581
protein_14396,32582
protein_10265,32583
protein_3680,32584
protein_5853,32585
drug_8978,32586
protein_13032,32587
protein_10293,32588
protein_10417,32589
protein_9254,32590
protein_14398,32591
protein_11722,32592
protein_7443,32593
protein_10675,32594
protein_9961,32595
protein_10575,32596
protein_9887,32597
protein_10250,32598
protein_7431,32599
protein_2525,32600
protein_7194,32601
protein_2375,32602
protein_16193,32603
protein_10959,32604
protein_1513,32605
protein_2053,32606
protein_1663,32607
protein_14869,32608
protein_2838,32609
protein_7529,32610
protein_12652,32611
protein_3799,32612
protein_7570,32613
protein_16388,32614
protein_485,32615
protein_10926,32616
drug_9847,32617
protein_11007,32618
protein_17490,32619
protein_3145,32620
drug_10026,32621
protein_5659,32622
protein_6150,32623
protein_16226,32624
protein_15278,32625
protein_14846,32626
protein_10088,32627
protein_65,32628
protein_13012,32629
protein_14487,32630
protein_140,32631
protein_17434,32632
protein_11758,32633
protein_9275,32634
protein_15764,32635
protein_10719,32636
protein_9686,32637
protein_16200,32638
protein_10628,32639
protein_15254,32640
protein_3648,32641
protein_14566,32642
protein_9955,32643
protein_6452,32644
protein_1761,32645
protein_2196,32646
protein_901,32647
drug_8813,32648
drug_3447,32649
protein_2005,32650
protein_13054,32651
protein_16446,32652
protein_3131,32653
protein_1993,32654
protein_12936,32655
protein_14158,32656
drug_10260,32657
drug_6877,32658
protein_15692,32659
protein_14071,32660
protein_10500,32661
protein_11135,32662
protein_15227,32663
protein_3530,32664
protein_14034,32665
drug_10029,32666
protein_5301,32667
protein_5046,32668
protein_6410,32669
protein_13765,32670
protein_5359,32671
protein_5721,32672
drug_10138,32673
protein_6136,32674
drug_10172,32675
drug_9837,32676
protein_393,32677
drug_10092,32678
protein_9880,32679
protein_2531,32680
protein_8892,32681
protein_6790,32682
drug_10173,32683
drug_10528,32684
drug_10419,32685
protein_16966,32686
protein_6055,32687
protein_6904,32688
protein_3126,32689
protein_3184,32690
protein_14571,32691
protein_7987,32692
protein_8307,32693
drug_10511,32694
protein_2708,32695
protein_14322,32696
protein_10018,32697
drug_10024,32698
drug_2440,32699
protein_6095,32700
protein_8755,32701
protein_13109,32702
drug_10425,32703
protein_12182,32704
protein_8767,32705
protein_7013,32706
drug_9907,32707
drug_8828,32708
protein_14810,32709
drug_10331,32710
protein_11087,32711
protein_1588,32712
protein_15613,32713
protein_11134,32714
protein_5882,32715
protein_7079,32716
drug_10392,32717
protein_9261,32718
drug_10079,32719
protein_10309,32720
protein_15957,32721
protein_1816,32722
protein_2105,32723
protein_10922,32724
protein_5456,32725
drug_9813,32726
protein_17481,32727
drug_1110,32728
protein_6590,32729
protein_9054,32730
drug_9842,32731
drug_10364,32732
protein_2702,32733
protein_4055,32734
protein_9983,32735
protein_17329,32736
protein_7127,32737
drug_10451,32738
drug_8096,32739
protein_13029,32740
protein_5354,32741
protein_14435,32742
protein_14021,32743
protein_2448,32744
protein_16349,32745
protein_11349,32746
protein_17242,32747
protein_3404,32748
drug_7093,32749
protein_11475,32750
protein_15755,32751
drug_3517,32752
drug_9944,32753
protein_338,32754
protein_3502,32755
protein_16448,32756
protein_12201,32757
protein_13144,32758
protein_2074,32759
protein_12249,32760
protein_2715,32761
protein_15737,32762
protein_4292,32763
protein_15379,32764
protein_5810,32765
protein_9919,32766
protein_17249,32767
drug_10086,32768
protein_10883,32769
protein_16907,32770
drug_1813,32771
protein_6646,32772
protein_7824,32773
protein_4066,32774
protein_17148,32775
drug_7069,32776
protein_11859,32777
drug_10450,32778
drug_10378,32779
protein_15370,32780
protein_6525,32781
protein_2961,32782
drug_7395,32783
protein_4396,32784
protein_15947,32785
protein_653,32786
protein_12649,32787
protein_5937,32788
drug_9816,32789
drug_9809,32790
protein_1715,32791
protein_15488,32792
protein_11498,32793
protein_10715,32794
protein_10031,32795
drug_10400,32796
protein_15501,32797
protein_7093,32798
protein_855,32799
protein_6083,32800
protein_12694,32801
drug_10462,32802
protein_9025,32803
protein_7520,32804
drug_3985,32805
protein_5601,32806
protein_15202,32807
protein_13421,32808
protein_2841,32809
protein_6336,32810
protein_5769,32811
drug_10468,32812
protein_2549,32813
protein_398,32814
protein_13363,32815
protein_2268,32816
protein_8885,32817
protein_9176,32818
protein_5224,32819
protein_14078,32820
protein_4252,32821
protein_12185,32822
protein_10924,32823
protein_15474,32824
protein_5076,32825
protein_9357,32826
protein_9831,32827
protein_4175,32828
protein_17195,32829
protein_3301,32830
protein_4291,32831
protein_8495,32832
protein_5731,32833
protein_4377,32834
drug_9969,32835
drug_10345,32836
protein_15243,32837
protein_2758,32838
protein_9415,32839
protein_4189,32840
protein_14990,32841
protein_357,32842
protein_2805,32843
protein_7303,32844
protein_10826,32845
protein_4038,32846
protein_84,32847
protein_5395,32848
protein_4213,32849
protein_11634,32850
protein_17312,32851
protein_11197,32852
protein_15479,32853
protein_2995,32854
protein_13759,32855
drug_10142,32856
drug_9939,32857
drug_2634,32858
protein_2313,32859
protein_16357,32860
protein_6601,32861
protein_10528,32862
protein_9399,32863
protein_5553,32864
protein_16460,32865
protein_1585,32866
protein_7850,32867
protein_2588,32868
protein_10741,32869
protein_4718,32870
protein_2847,32871
protein_9241,32872
protein_14106,32873
protein_5571,32874
protein_16449,32875
protein_10253,32876
protein_16721,32877
protein_12248,32878
protein_9178,32879
protein_15743,32880
protein_14046,32881
protein_1370,32882
protein_7310,32883
protein_12837,32884
protein_16158,32885
drug_10183,32886
drug_9999,32887
protein_14970,32888
protein_15038,32889
protein_15569,32890
protein_9570,32891
protein_586,32892
protein_15559,32893
drug_7073,32894
protein_15442,32895
drug_1631,32896
drug_1307,32897
drug_9910,32898
protein_5770,32899
protein_208,32900
protein_6111,32901
protein_14054,32902
drug_9772,32903
protein_14232,32904
protein_4559,32905
protein_5543,32906
protein_2899,32907
protein_2229,32908
protein_12876,32909
protein_16898,32910
protein_16531,32911
protein_8471,32912
protein_14154,32913
drug_10161,32914
drug_7449,32915
protein_5889,32916
protein_1694,32917
drug_10042,32918
protein_5439,32919
protein_5606,32920
protein_6493,32921
protein_4281,32922
protein_11289,32923
protein_7065,32924
protein_12376,32925
protein_1136,32926
protein_13820,32927
protein_5747,32928
protein_17381,32929
protein_4482,32930
drug_10060,32931
protein_3222,32932
protein_14870,32933
protein_6016,32934
protein_14098,32935
drug_5733,32936
drug_10387,32937
drug_10149,32938
protein_2857,32939
protein_9571,32940
protein_11948,32941
protein_16959,32942
protein_13112,32943
drug_10083,32944
protein_16394,32945
protein_13048,32946
drug_10441,32947
protein_14238,32948
drug_9995,32949
protein_6001,32950
drug_9766,32951
protein_10044,32952
protein_16945,32953
protein_15518,32954
protein_7414,32955
drug_1987,32956
protein_3109,32957
drug_10263,32958
protein_13340,32959
protein_2456,32960
drug_10160,32961
protein_9953,32962
protein_11045,32963
protein_6583,32964
protein_15617,32965
protein_5424,32966
protein_4674,32967
protein_15795,32968
protein_12456,32969
protein_1339,32970
protein_3271,32971
protein_12769,32972
drug_9821,32973
protein_193,32974
protein_6301,32975
protein_11476,32976
drug_10050,32977
protein_16227,32978
protein_10665,32979
protein_15132,32980
protein_4249,32981
drug_7467,32982
protein_1751,32983
protein_14306,32984
protein_13277,32985
protein_14998,32986
protein_9234,32987
protein_7379,32988
drug_9854,32989
protein_11559,32990
protein_6901,32991
drug_2817,32992
protein_13576,32993
drug_6594,32994
protein_6539,32995
protein_6270,32996
protein_4435,32997
protein_17461,32998
protein_5796,32999
drug_10324,33000
protein_3570,33001
drug_10140,33002
protein_4795,33003
drug_9845,33004
protein_13334,33005
protein_10251,33006
protein_7174,33007
protein_12699,33008
drug_2275,33009
protein_13663,33010
protein_11122,33011
protein_14077,33012
protein_3876,33013
protein_17450,33014
protein_9364,33015
protein_5055,33016
protein_8988,33017
protein_3687,33018
protein_10577,33019
drug_10431,33020
drug_8815,33021
protein_8825,33022
protein_9958,33023
protein_14126,33024
protein_11131,33025
protein_3689,33026
drug_7091,33027
protein_4037,33028
protein_6522,33029
protein_12541,33030
protein_10803,33031
protein_12599,33032
protein_6250,33033
protein_7289,33034
protein_4519,33035
protein_7086,33036
protein_10264,33037
protein_8754,33038
protein_1805,33039
protein_2332,33040
protein_3216,33041
drug_10245,33042
protein_10824,33043
protein_14083,33044
protein_14137,33045
protein_1716,33046
drug_10114,33047
protein_2070,33048
drug_1920,33049
protein_6427,33050
protein_7023,33051
protein_10558,33052
protein_3531,33053
drug_10275,33054
protein_15969,33055
protein_4279,33056
protein_15593,33057
drug_9989,33058
protein_15432,33059
protein_14156,33060
protein_14449,33061
drug_2192,33062
protein_11129,33063
protein_332,33064
drug_10407,33065
protein_2881,33066
protein_4630,33067
protein_13890,33068
protein_15155,33069
protein_13750,33070
protein_15143,33071
protein_12924,33072
protein_13145,33073
protein_2853,33074
drug_2840,33075
protein_13333,33076
protein_2072,33077
protein_14241,33078
protein_748,33079
protein_11910,33080
drug_10461,33081
protein_11133,33082
protein_1438,33083
drug_8821,33084
protein_6817,33085
protein_3534,33086
protein_1695,33087
drug_10248,33088
drug_9736,33089
drug_9951,33090
drug_1956,33091
drug_7174,33092
protein_1225,33093
protein_7882,33094
drug_10059,33095
protein_14401,33096
protein_5018,33097
protein_6378,33098
drug_10350,33099
protein_6031,33100
protein_15706,33101
protein_13612,33102
protein_3614,33103
protein_13501,33104
protein_1977,33105
drug_10335,33106
drug_9800,33107
protein_1849,33108
protein_78,33109
protein_16722,33110
protein_14666,33111
protein_4609,33112
protein_16822,33113
protein_7825,33114
drug_515,33115
protein_12642,33116
protein_9588,33117
protein_943,33118
protein_7666,33119
protein_1179,33120
drug_7138,33121
drug_894,33122
protein_2289,33123
protein_14103,33124
protein_5834,33125
protein_878,33126
protein_4983,33127
protein_14062,33128
protein_12718,33129
drug_4936,33130
protein_15145,33131
drug_9704,33132
protein_14049,33133
protein_68,33134
protein_3152,33135
protein_17466,33136
protein_11367,33137
drug_1815,33138
protein_14621,33139
protein_15643,33140
drug_5388,33141
protein_325,33142
protein_11737,33143
drug_6919,33144
drug_7065,33145
protein_15754,33146
protein_11530,33147
protein_16268,33148
protein_369,33149
protein_6874,33150
protein_8698,33151
protein_14642,33152
protein_4891,33153
protein_6438,33154
drug_10309,33155
drug_7104,33156
protein_11187,33157
drug_10383,33158
protein_4965,33159
protein_1128,33160
protein_587,33161
protein_17107,33162
drug_8049,33163
protein_11895,33164
protein_3662,33165
protein_8343,33166
drug_10337,33167
protein_16323,33168
drug_10196,33169
protein_1482,33170
protein_9921,33171
protein_14862,33172
drug_7072,33173
protein_10509,33174
drug_10154,33175
drug_9902,33176
protein_3066,33177
drug_10406,33178
protein_2182,33179
protein_15066,33180
protein_195,33181
protein_6033,33182
protein_4332,33183
drug_10209,33184
protein_5594,33185
protein_14153,33186
protein_12887,33187
drug_9735,33188
protein_1376,33189
protein_1014,33190
protein_994,33191
protein_12502,33192
protein_2509,33193
protein_5116,33194
protein_3622,33195
drug_9912,33196
protein_15187,33197
protein_9265,33198
protein_15940,33199
protein_3720,33200
protein_3054,33201
protein_6825,33202
protein_7029,33203
protein_6361,33204
protein_9376,33205
protein_2730,33206
protein_3699,33207
drug_10510,33208
protein_16336,33209
protein_9102,33210
protein_13259,33211
protein_3266,33212
protein_644,33213
protein_3486,33214
protein_7619,33215
protein_15597,33216
protein_10682,33217
protein_10676,33218
drug_10373,33219
drug_10123,33220
protein_6342,33221
protein_1994,33222
drug_10229,33223
protein_1184,33224
drug_10254,33225
protein_12922,33226
protein_2464,33227
protein_4054,33228
protein_16342,33229
drug_9794,33230
protein_7530,33231
protein_9994,33232
protein_11121,33233
protein_11896,33234
protein_3114,33235
drug_7439,33236
drug_9713,33237
protein_9480,33238
drug_8968,33239
drug_7015,33240
protein_16957,33241
protein_9266,33242
protein_9561,33243
protein_16129,33244
drug_10329,33245
protein_16418,33246
protein_10655,33247
drug_10405,33248
protein_4667,33249
drug_6564,33250
protein_10892,33251
protein_7870,33252
protein_744,33253
drug_9810,33254
protein_14133,33255
protein_16401,33256
protein_12849,33257
drug_10343,33258
drug_10023,33259
protein_11322,33260
protein_9563,33261
protein_17204,33262
protein_15320,33263
protein_2653,33264
protein_14592,33265
protein_17374,33266
protein_5080,33267
protein_13350,33268
drug_8315,33269
protein_13470,33270
protein_14346,33271
protein_6127,33272
drug_2425,33273
drug_1871,33274
protein_5752,33275
drug_9966,33276
protein_3138,33277
protein_15857,33278
drug_10241,33279
protein_9981,33280
protein_7070,33281
protein_933,33282
protein_12731,33283
protein_10104,33284
protein_2656,33285
protein_1540,33286
protein_14573,33287
protein_11996,33288
protein_3506,33289
protein_6195,33290
drug_10202,33291
drug_10087,33292
protein_15154,33293
protein_3028,33294
drug_9850,33295
protein_15767,33296
protein_1467,33297
protein_15783,33298
protein_3911,33299
protein_13858,33300
protein_3046,33301
protein_10569,33302
drug_10184,33303
drug_10393,33304
protein_10334,33305
protein_15875,33306
protein_6707,33307
drug_10515,33308
protein_14728,33309
protein_6928,33310
protein_2566,33311
protein_10470,33312
protein_7607,33313
protein_17325,33314
protein_2965,33315
protein_16770,33316
protein_7782,33317
drug_2786,33318
protein_9468,33319
protein_11909,33320
protein_1638,33321
protein_16952,33322
protein_1675,33323
protein_13210,33324
protein_12291,33325
protein_767,33326
protein_10579,33327
protein_11769,33328
protein_763,33329
protein_1270,33330
drug_10109,33331
protein_5685,33332
protein_14310,33333
protein_5088,33334
protein_3132,33335
protein_3909,33336
protein_5947,33337
drug_3929,33338
protein_1843,33339
protein_4333,33340
drug_10022,33341
protein_10521,33342
protein_10559,33343
drug_9843,33344
protein_4403,33345
protein_7054,33346
protein_7114,33347
protein_15137,33348
protein_11665,33349
protein_12055,33350
protein_3173,33351
protein_4254,33352
protein_10408,33353
drug_9895,33354
protein_14121,33355
protein_16797,33356
drug_7083,33357
drug_2869,33358
drug_6973,33359
protein_1295,33360
drug_9770,33361
protein_11191,33362
protein_1888,33363
protein_7000,33364
protein_9679,33365
protein_16813,33366
protein_13069,33367
protein_16481,33368
protein_5653,33369
protein_6814,33370
drug_10445,33371
protein_5171,33372
drug_9979,33373
drug_10508,33374
drug_10486,33375
protein_9944,33376
drug_2880,33377
protein_16541,33378
protein_12996,33379
drug_10316,33380
protein_14111,33381
protein_8443,33382
drug_10049,33383
protein_17206,33384
drug_10446,33385
drug_4971,33386
drug_5182,33387
protein_7875,33388
protein_4662,33389
protein_11638,33390
drug_10390,33391
protein_14508,33392
protein_12710,33393
protein_16539,33394
protein_4125,33395
protein_11513,33396
drug_9799,33397
protein_3503,33398
protein_3768,33399
drug_9826,33400
protein_1969,33401
protein_17045,33402
drug_10206,33403
protein_4726,33404
protein_10412,33405
protein_9596,33406
protein_10468,33407
protein_10644,33408
protein_11892,33409
protein_13067,33410
protein_14556,33411
drug_10432,33412
protein_9597,33413
protein_13739,33414
protein_1618,33415
drug_10396,33416
protein_10228,33417
drug_6921,33418
protein_9397,33419
protein_12506,33420
drug_6098,33421
drug_442,33422
protein_9566,33423
protein_13268,33424
protein_5238,33425
protein_11468,33426
protein_16549,33427
protein_9703,33428
protein_6381,33429
protein_11950,33430
drug_10362,33431
drug_6381,33432
drug_2881,33433
drug_3672,33434
protein_16862,33435
protein_1095,33436
protein_11073,33437
protein_526,33438
drug_10410,33439
drug_4826,33440
protein_15516,33441
drug_10495,33442
protein_9426,33443
drug_6975,33444
drug_1819,33445
protein_6952,33446
drug_8054,33447
protein_15131,33448
protein_15375,33449
drug_950,33450
drug_9861,33451
protein_3317,33452
protein_14255,33453
protein_4671,33454
drug_10411,33455
protein_4520,33456
protein_13307,33457
protein_5672,33458
protein_4428,33459
protein_4158,33460
protein_14007,33461
protein_7147,33462
protein_16382,33463
protein_10288,33464
drug_10465,33465
protein_4341,33466
drug_7659,33467
protein_8383,33468
drug_9972,33469
drug_6474,33470
protein_134,33471
protein_12082,33472
protein_6009,33473
protein_7823,33474
protein_848,33475
protein_70,33476
protein_10477,33477
drug_10213,33478
protein_6319,33479
protein_13146,33480
protein_15695,33481
drug_1622,33482
protein_7632,33483
drug_6032,33484
protein_10782,33485
protein_16358,33486
protein_16522,33487
protein_14273,33488
protein_4616,33489
protein_13502,33490
drug_626,33491
protein_4478,33492
protein_4798,33493
protein_242,33494
protein_17088,33495
protein_9969,33496
protein_10105,33497
protein_1613,33498
protein_13176,33499
protein_4339,33500
protein_227,33501
protein_12560,33502
protein_3572,33503
protein_13968,33504
protein_1699,33505
protein_3347,33506
drug_10399,33507
protein_7427,33508
drug_6099,33509
protein_125,33510
drug_6421,33511
protein_10870,33512
drug_6932,33513
protein_4316,33514
protein_4278,33515
protein_16553,33516
protein_8756,33517
protein_10399,33518
drug_10251,33519
protein_3908,33520
drug_2294,33521
protein_10132,33522
drug_10191,33523
protein_4796,33524
drug_10257,33525
protein_3146,33526
protein_4059,33527
protein_11265,33528
protein_4121,33529
protein_9699,33530
drug_526,33531
drug_8705,33532
protein_14513,33533
drug_10416,33534
protein_2458,33535
protein_2454,33536
protein_6298,33537
protein_16087,33538
protein_9379,33539
protein_5634,33540
protein_3282,33541
drug_5011,33542
protein_17220,33543
drug_10526,33544
protein_4194,33545
protein_15655,33546
drug_9765,33547
drug_10368,33548
protein_6160,33549
protein_3303,33550
drug_3885,33551
drug_10330,33552
drug_7095,33553
protein_1765,33554
protein_9163,33555
protein_11276,33556
protein_13033,33557
drug_6994,33558
protein_4294,33559
protein_2469,33560
protein_9522,33561
protein_1933,33562
drug_2698,33563
protein_10958,33564
protein_10447,33565
protein_890,33566
protein_1193,33567
drug_10479,33568
protein_10146,33569
protein_13767,33570
protein_1594,33571
drug_3964,33572
protein_5086,33573
drug_9851,33574
protein_75,33575
drug_9848,33576
protein_4566,33577
drug_9787,33578
drug_9846,33579
protein_5270,33580
protein_15841,33581
protein_16569,33582
protein_7101,33583
protein_2998,33584
protein_12575,33585
drug_10084,33586
protein_5938,33587
drug_9789,33588
protein_6662,33589
protein_13768,33590
protein_10154,33591
protein_2482,33592
protein_8532,33593
drug_10311,33594
protein_15646,33595
protein_6379,33596
protein_8494,33597
drug_9868,33598
drug_6475,33599
protein_11056,33600
protein_9464,33601
drug_7103,33602
protein_10778,33603
protein_8545,33604
protein_3521,33605
drug_10076,33606
drug_497,33607
drug_1293,33608
drug_9217,33609
drug_10027,33610
protein_9359,33611
drug_10522,33612
protein_1988,33613
protein_1559,33614
protein_5044,33615
protein_16983,33616
protein_14685,33617
protein_7995,33618
drug_10434,33619
drug_9852,33620
protein_16891,33621
drug_9991,33622
protein_14805,33623
drug_248,33624
drug_10517,33625
protein_11342,33626
drug_10277,33627
drug_2882,33628
drug_6470,33629
drug_10326,33630
protein_2810,33631
drug_10414,33632
protein_4379,33633
protein_11949,33634
protein_7082,33635
protein_4382,33636
protein_6364,33637
drug_10499,33638
protein_3625,33639
protein_15733,33640
protein_7281,33641
protein_13269,33642
drug_10214,33643
protein_3627,33644
protein_8454,33645
protein_4345,33646
protein_13382,33647
protein_1305,33648
drug_1597,33649
protein_3234,33650
drug_1359,33651
protein_542,33652
drug_6971,33653
protein_4136,33654
protein_9489,33655
drug_9729,33656
protein_16292,33657
protein_3963,33658
protein_10716,33659
protein_4669,33660
drug_10455,33661
drug_10012,33662
protein_14434,33663
protein_13395,33664
protein_930,33665
protein_1218,33666
drug_10359,33667
drug_9964,33668
protein_2819,33669
protein_11720,33670
drug_10509,33671
drug_6934,33672
drug_2536,33673
drug_2592,33674
drug_10304,33675
protein_7982,33676
protein_1633,33677
drug_6435,33678
drug_8812,33679
drug_59,33680
protein_13045,33681
protein_3227,33682
protein_7689,33683
protein_7140,33684
protein_4615,33685
drug_1055,33686
protein_6808,33687
drug_10063,33688
protein_14397,33689
protein_16361,33690
protein_608,33691
drug_10506,33692
drug_10246,33693
protein_9672,33694
drug_10502,33695
protein_12935,33696
drug_7003,33697
drug_10230,33698
drug_10421,33699
drug_2679,33700
protein_5393,33701
protein_16922,33702
drug_10531,33703
protein_15152,33704
drug_9898,33705
drug_6437,33706
protein_17427,33707
drug_10301,33708
protein_15004,33709
protein_10466,33710
drug_10529,33711
drug_10475,33712
protein_16132,33713
drug_10128,33714
drug_10448,33715
protein_15008,33716
protein_13017,33717
drug_10346,33718
drug_429,33719
drug_3310,33720
drug_10223,33721
drug_7505,33722
protein_10709,33723
protein_11174,33724
drug_10269,33725
protein_16498,33726
drug_7826,33727
drug_10009,33728
drug_9886,33729
protein_4698,33730
drug_9797,33731
drug_10389,33732
drug_9947,33733
drug_7213,33734
protein_10964,33735
drug_9936,33736
protein_10640,33737
drug_966,33738
drug_10500,33739
drug_10152,33740
protein_12231,33741
protein_2436,33742
drug_9783,33743
protein_4419,33744
protein_2677,33745
protein_9087,33746
drug_9961,33747
drug_9900,33748
drug_9771,33749
protein_4166,33750
protein_7061,33751
protein_10841,33752
protein_13068,33753
protein_14440,33754
protein_8061,33755
drug_9878,33756
protein_6145,33757
protein_13258,33758
protein_17262,33759
protein_6416,33760
protein_356,33761
protein_1549,33762
protein_721,33763
protein_956,33764
protein_11430,33765
drug_6105,33766
protein_15750,33767
drug_10099,33768
protein_3085,33769
drug_10519,33770
drug_7438,33771
protein_14816,33772
drug_10101,33773
drug_6029,33774
protein_7498,33775
protein_6057,33776
drug_10484,33777
drug_1726,33778
sideeffect_2548,33779
sideeffect_7650,33780
sideeffect_9362,33781
sideeffect_1662,33782
sideeffect_7306,33783
sideeffect_2010,33784
sideeffect_4898,33785
sideeffect_4470,33786
sideeffect_1629,33787
sideeffect_6559,33788
sideeffect_4010,33789
